시군구,번지,본번,부번,단지명,면적,계약년월,계약일,가격,층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
강원도 강릉시 견소동,202,202,0,송정한신,59.8,202206,14,"23,000",8,1997,경강로2539번길 8,,중개거래,강원 강릉시
강원도 강릉시 견소동,202,202,0,송정한신,39.08,202206,17,"15,800",6,1997,경강로2539번길 8,,중개거래,강원 강릉시
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,59.99,202206,3,"29,600",15,2005,경강로2539번길 22,,중개거래,강원 강릉시
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202206,22,"35,800",6,2005,경강로2539번길 22,,중개거래,강원 강릉시
강원도 강릉시 교동,1982,1982,0,강릉교동롯데캐슬1단지,135.1727,202206,26,"61,000",13,2009,화부산로99번길 12,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202206,2,"32,500",14,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202206,3,"30,000",9,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,84.84,202206,21,"39,500",10,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,84.84,202206,23,"39,000",8,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202206,23,"29,000",12,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,1766,1766,0,교동3주공,59.84,202206,8,"33,000",7,2002,교동광장로 138-12,,중개거래,강원 강릉시
강원도 강릉시 교동,834,834,0,덕진,40.86,202206,28,"8,300",5,1988,옛강일길 28,,중개거래,강원 강릉시
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,202206,3,"37,000",11,2001,하슬라로 124,,중개거래,강원 강릉시
강원도 강릉시 교동,1762,1762,0,부영5,84.93,202206,8,"40,000",12,2001,교동광장로 163,,중개거래,강원 강릉시
강원도 강릉시 교동,1762,1762,0,부영5,84.93,202206,11,"43,000",14,2001,교동광장로 163,,중개거래,강원 강릉시
강원도 강릉시 교동,Mar-37,37,3,예성그린1,56.16,202206,4,"12,800",3,1995,가작로252번길 22,,중개거래,강원 강릉시
강원도 강릉시 교동,Jan-46,46,1,한신,59.84,202206,6,"25,500",11,1997,명륜로 95-7,,중개거래,강원 강릉시
강원도 강릉시 교동,828-19,828,19,현대,71.175,202206,4,"19,000",15,1992,옛강일길 41,,중개거래,강원 강릉시
강원도 강릉시 교동,828-19,828,19,현대,84.945,202206,17,"19,700",15,1992,옛강일길 41,,중개거래,강원 강릉시
강원도 강릉시 교동,828-19,828,19,현대,84.945,202206,24,"14,500",2,1992,옛강일길 41,,직거래,-
강원도 강릉시 남문동,183-2,183,2,삼익그린맨션,84.08,202206,28,"19,000",1,1992,홍제로 7-17,,중개거래,강원 강릉시
강원도 강릉시 내곡동,616,616,0,강부2,24.795,202206,9,"4,900",4,1988,관대길 63,,중개거래,강원 강릉시
강원도 강릉시 내곡동,616,616,0,강부2,24.795,202206,15,"4,750",3,1988,관대길 63,,중개거래,강원 강릉시
강원도 강릉시 내곡동,623,623,0,내곡주공,39.3,202206,20,"7,800",4,1989,관대길16번길 6,,중개거래,강원 강릉시
강원도 강릉시 내곡동,476,476,0,내곡한라,59.97,202206,9,"19,900",10,1997,강변로 114,,중개거래,강원 강릉시
강원도 강릉시 내곡동,476,476,0,내곡한라,84.95,202206,17,"32,000",13,1997,강변로 114,,직거래,-
강원도 강릉시 노암동,605,605,0,노암3한라,39.762,202206,14,"12,000",11,2000,남부로125번길 7,,중개거래,강원 강릉시
강원도 강릉시 노암동,605,605,0,노암3한라,39.762,202206,25,"12,700",10,2000,남부로125번길 7,,중개거래,강원 강릉시
강원도 강릉시 노암동,605,605,0,노암3한라,74.64,202206,25,"23,500",11,2000,남부로125번길 7,,중개거래,강원 강릉시
강원도 강릉시 노암동,390,390,0,노암한라,59.976,202206,22,"15,000",9,1994,노암길42번길 28,,중개거래,강원 강릉시
강원도 강릉시 송정동,1065,1065,0,강릉송정신원아침도시,84.9522,202206,8,"50,800",3,2020,경강로 2498,,중개거래,강원 강릉시
강원도 강릉시 송정동,1063,1063,0,강릉송정한신더휴,84.961,202206,29,"47,500",4,2019,경강로 2448,,중개거래,강원 강릉시
강원도 강릉시 송정동,Oct-39,39,10,삼익비치맨션,84.544,202206,29,"24,500",3,1992,해안로 107,,중개거래,강원 강릉시
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.93,202206,3,"64,500",16,2019,경강로 2511,,중개거래,강원 강릉시
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.99,202206,28,"63,500",18,2019,경강로 2511,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202206,2,"6,900",8,1999,연주로 132,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202206,8,"4,530",7,1999,연주로 132,,직거래,-
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,202206,2,"17,800",7,2005,영진3길 43,,직거래,-
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,202206,6,"17,300",1,2005,영진3길 43,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,84.8923,202206,13,"28,000",6,2005,영진3길 43,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,202206,8,"29,500",7,2008,영진3길 15,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,202206,11,"29,900",2,2008,영진3길 15,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,20.7527,202206,1,"12,600",14,2019,홍질목길 12,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202206,11,"14,700",12,2019,홍질목길 12,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202206,12,"12,000",3,2019,홍질목길 12,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,49.5082,202206,17,"26,500",18,2019,홍질목길 12,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202206,22,"15,400",15,2019,홍질목길 12,,중개거래,강원 강릉시
강원도 강릉시 유천동,781,781,0,강릉유천유승한내들더퍼스트,84.2785,202206,6,"71,700",30,2021,선수촌로 79-14,,중개거래,강원 강릉시
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202206,7,"52,000",9,2018,선수촌로 113,,중개거래,강원 강릉시
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202206,7,"53,000",18,2018,선수촌로 113,,중개거래,강원 강릉시
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202206,20,"57,000",12,2018,선수촌로 113,,중개거래,강원 강릉시
강원도 강릉시 입암동,503-2,503,2,강동2,59.64,202206,15,"8,900",1,1991,강변로410번길 37,,중개거래,강원 강릉시
강원도 강릉시 입암동,501,501,0,강동3,47.37,202206,28,"8,800",6,1993,강변로410번길 35,,중개거래,강원 강릉시
강원도 강릉시 입암동,711,711,0,강릉더샵,84.93,202206,17,"40,000",3,2014,입암로29번길 11,,중개거래,강원 강릉시
강원도 강릉시 입암동,711,711,0,강릉더샵,84.93,202206,28,"44,150",10,2014,입암로29번길 11,,중개거래,강원 강릉시
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.77,202206,3,"39,100",6,2007,성덕로 328-15,,중개거래,강원 강릉시
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.96,202206,3,"40,500",10,2007,성덕로 328-15,,중개거래,강원 강릉시
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,123.65,202206,29,"49,000",15,2007,성덕로 328-15,,중개거래,강원 강릉시
강원도 강릉시 입암동,Jan-92,92,1,녹원,84.88,202206,8,"20,000",2,1992,월대산로 57,,중개거래,강원 강릉시
강원도 강릉시 입암동,496-5,496,5,대목,39.72,202206,27,"6,400",5,1987,용지로 35,,중개거래,강원 강릉시
강원도 강릉시 입암동,543-3,543,3,에버그린,59.85,202206,20,"15,000",6,2000,강변로440번길 30,,중개거래,강원 강릉시
강원도 강릉시 입암동,210,210,0,이안강릉타운,122.72,202206,3,"43,700",7,2006,성덕로 316-22,,중개거래,강원 강릉시
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202206,14,"33,800",4,2006,성덕로 316-22,,중개거래,강원 강릉시
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202206,28,"30,000",14,2006,성덕로 316-22,,직거래,-
강원도 강릉시 입암동,641,641,0,입암1주공,39.72,202206,12,"13,250",4,1986,강변로 364,,중개거래,강원 강릉시
강원도 강릉시 입암동,49,49,0,입암2주공,39.69,202206,9,"12,500",4,1990,강변로 508,,중개거래,강원 강릉시
강원도 강릉시 입암동,49,49,0,입암2주공,39.69,202206,14,"12,400",1,1990,강변로 508,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암4주공,59.8,202206,15,"20,500",3,1996,성덕포남로 89,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암4주공,59.8,202206,28,"14,000",8,1996,성덕포남로 89,,직거래,-
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202206,10,"13,500",9,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202206,10,"13,500",10,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202206,10,"13,500",10,1996,성덕포남로 89-17,20220624,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202206,16,"13,500",7,1996,성덕포남로 89-17,,중개거래,"강원 강릉시, 인천 서구"
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202206,22,"11,700",7,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202206,27,"14,000",4,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,1,"13,900",9,1998,성덕포남로 39,,직거래,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,1,"13,900",5,1998,성덕포남로 39,,직거래,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,1,"14,000",3,1998,성덕포남로 39,,직거래,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,1,"14,000",15,1998,성덕포남로 39,,직거래,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,1,"13,900",4,1998,성덕포남로 39,,직거래,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,1,"13,900",10,1998,성덕포남로 39,,직거래,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,2,"13,800",12,1998,성덕포남로 39,,직거래,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,2,"13,800",3,1998,성덕포남로 39,,직거래,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,2,"14,000",13,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,2,"14,000",9,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202206,3,"19,000",3,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,8,"14,300",11,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202206,9,"18,000",15,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,9,"14,000",10,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,9,"14,000",8,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,"14,000",8,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,"14,000",7,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,"14,000",10,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,"14,000",10,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,"14,000",8,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,"14,000",7,1998,성덕포남로 39,20220624,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,"14,000",8,1998,성덕포남로 39,20220624,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,"14,000",4,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,"14,000",6,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,"14,000",4,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,"14,000",4,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,"14,000",5,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,"14,000",5,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202206,11,"17,000",2,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202206,13,"18,900",9,1998,성덕포남로 39,,직거래,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,16,"15,100",11,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,16,"14,300",7,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,17,"13,800",7,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,17,"13,800",9,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,17,"14,300",11,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,17,"14,000",3,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,17,"14,000",4,1998,성덕포남로 39,20220714,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,17,"14,000",3,1998,성덕포남로 39,20220714,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,17,"14,000",3,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,17,"14,000",4,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,18,"14,350",15,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,18,"14,800",15,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,22,"14,350",15,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,22,"15,000",15,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,27,"14,350",4,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202206,30,"19,000",12,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,79.191,202206,10,"37,000",5,2019,월대산로 23,,중개거래,강원 강릉시
강원도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,79.191,202206,21,"34,000",1,2019,월대산로 23,,중개거래,강원 강릉시
강원도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,79.191,202206,22,"35,000",4,2019,월대산로 23,,중개거래,강원 강릉시
강원도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,59.986,202206,25,"31,500",15,2019,월대산로 23,,중개거래,강원 강릉시
강원도 강릉시 입암동,440,440,0,입암현대,59.824,202206,17,"20,500",13,1998,용지로 19,,중개거래,강원 강릉시
강원도 강릉시 입암동,440,440,0,입암현대,59.956,202206,23,"22,500",3,1998,용지로 19,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202206,2,"7,800",2,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202206,17,"6,600",7,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202206,17,"6,600",6,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202206,23,"8,400",11,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202206,24,"7,900",8,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202206,24,"5,500",11,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 저동,04월 04일,4,4,경포현대,59.785,202206,4,"28,000",2,1996,경포로463번안길 14,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,06월 18일,18,6,동방타워맨션,59.975,202206,7,"7,500",4,1994,매맥이아랫길 24,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,06월 18일,18,6,동방타워맨션,59.975,202206,25,"8,000",2,1994,매맥이아랫길 24,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,Jan-44,44,1,소훈,84.68,202206,7,"8,900",4,1991,매맥이길 14-3,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,478-2,478,2,소훈4차,63.82,202206,23,"7,500",3,1992,매맥이길 28-1,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,Feb-38,38,2,소훈5,59.94,202206,15,"8,300",2,1994,매맥이길 7-2,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202206,2,"7,000",12,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202206,14,"7,800",9,1999,보리골길 26,20220706,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202206,14,"7,800",9,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202206,22,"11,700",12,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202206,29,"8,200",8,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202206,29,"8,200",8,1999,보리골길 26,20220718,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,430-1,430,1,유성,49.89,202206,21,"5,400",1,1991,매맥이윗길 12-4,,직거래,-
강원도 강릉시 주문진읍 교항리,387-6,387,6,주공,39.38,202206,30,"7,800",3,1982,신리천로 72,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,21,21,0,주문진서희스타힐스아파트,59.8411,202206,2,"17,000",3,2020,연주로 281-21,,직거래,-
강원도 강릉시 주문진읍 주문리,842,842,0,우일해변,81.6525,202206,28,"22,500",14,1991,소돌안길 32-6,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,31.356,202206,10,"12,500",12,2017,오리나루2길 25,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202206,11,"9,980",5,2017,오리나루2길 25,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,45.6995,202206,24,"15,500",5,2017,오리나루2길 25,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,1585,1585,0,케이티레파트더블루힐,59.33,202206,4,"10,500",4,2007,주문북로 147-32,,중개거래,강원 강릉시
강원도 강릉시 지변동,334,334,0,덕원임대,59.961,202206,2,"13,000",10,1998,죽헌길85번길 25,,중개거래,강원 강릉시
강원도 강릉시 지변동,334,334,0,덕원임대,59.961,202206,24,"12,500",13,1998,죽헌길85번길 25,,중개거래,강원 강릉시
강원도 강릉시 지변동,334,334,0,덕원임대,33.471,202206,27,"5,600",3,1998,죽헌길85번길 25,,중개거래,강원 강릉시
강원도 강릉시 초당동,149-1,149,1,동부,84.98,202206,18,"34,000",8,1997,연당길 75,,중개거래,강원 강릉시
강원도 강릉시 초당동,143,143,0,우성,84.77,202206,1,"30,000",8,1997,연당길 67-15,,중개거래,강원 강릉시
강원도 강릉시 초당동,143,143,0,우성,84.77,202206,1,"25,500",14,1997,연당길 67-15,,중개거래,강원 강릉시
강원도 강릉시 초당동,181,181,0,유화2,78.167,202206,10,"16,200",6,1994,연당길 94-6,,중개거래,강원 강릉시
강원도 강릉시 초당동,155,155,0,유화3,45.68,202206,7,"17,500",7,1996,연당길 82,,중개거래,강원 강릉시
강원도 강릉시 초당동,155,155,0,유화3,45.68,202206,13,"15,800",9,1996,연당길 82,,중개거래,강원 강릉시
강원도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),29.82,202206,4,"7,800",4,1988,초당원길 21,,중개거래,강원 강릉시
강원도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),29.82,202206,29,"8,900",2,1988,초당원길 21,,중개거래,강원 강릉시
강원도 강릉시 초당동,128,128,0,현대,59.875,202206,4,"17,500",3,1995,초당원길 26-2,,중개거래,강원 강릉시
강원도 강릉시 포남동,1114-4,1114,4,강릉6,59.8,202206,16,"9,500",4,1989,강릉대로359번길 4,,중개거래,강원 강릉시
강원도 강릉시 포남동,1114-4,1114,4,강릉6,59.8,202206,16,"9,500",4,1989,강릉대로359번길 4,,중개거래,강원 강릉시
강원도 강릉시 포남동,1080-11,1080,11,대목3차,48.41,202206,30,"9,700",3,1988,보래미하길 32,,중개거래,강원 강릉시
강원도 강릉시 포남동,422-3,422,3,대인4,128.25,202206,9,"17,000",8,1995,강릉대로469번길 14,,직거래,-
강원도 강릉시 포남동,422-3,422,3,대인4,19.99,202206,30,"5,100",10,1995,강릉대로469번길 14,,중개거래,강원 강릉시
강원도 강릉시 포남동,1005-248,1005,248,동남,54.945,202206,21,"11,800",1,1985,경강로2256번길 12,,중개거래,강원 강릉시
강원도 강릉시 포남동,1063,1063,0,동덕.영진광업소사원주택,104.17,202206,8,"18,000",5,1989,보래미하길65번길 24,,중개거래,강원 강릉시
강원도 강릉시 포남동,1063,1063,0,동덕.영진광업소사원주택,104.17,202206,14,"12,000",4,1989,보래미하길65번길 24,,중개거래,강원 강릉시
강원도 강릉시 포남동,1149,1149,0,로얄,59.55,202206,27,"11,000",2,1986,경강로2267번길 6,,중개거래,강원 강릉시
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202206,7,"18,600",12,1995,하평3길 37,20220628,중개거래,강원 강릉시
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202206,7,"18,600",12,1995,하평3길 37,,중개거래,강원 강릉시
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202206,9,"19,300",11,1995,하평3길 37,,중개거래,강원 강릉시
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202206,14,"17,500",2,1995,하평3길 37,,중개거래,강원 강릉시
강원도 강릉시 포남동,1293-1,1293,1,일송,58.87,202206,20,"18,700",10,1995,하평3길 37,,중개거래,강원 강릉시
강원도 강릉시 포남동,1293-1,1293,1,일송,58.87,202206,20,"19,000",10,1995,하평3길 37,20220624,중개거래,강원 강릉시
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202206,20,"18,150",3,1995,하평3길 37,,중개거래,서울 중랑구
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202206,26,"19,000",11,1995,하평3길 37,,중개거래,강원 강릉시
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202206,28,"18,700",1,1995,하평3길 37,,중개거래,강원 강릉시
강원도 강릉시 포남동,1005-246,1005,246,조성빌라,74.73,202206,17,"13,000",2,1986,성덕포남로153번길 17,,중개거래,강원 강릉시
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,202206,11,"15,000",2,1981,보래미상길 65,,중개거래,강원 강릉시
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,202206,13,"16,000",3,1981,보래미상길 65,,중개거래,강원 강릉시
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.99,202206,20,"16,400",1,1981,보래미상길 65,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202206,17,"37,000",12,2018,선수촌로 10,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.78,202206,18,"37,000",4,2018,선수촌로 10,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202206,30,"36,500",14,2018,선수촌로 10,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9871,202206,4,"57,800",11,2016,선수촌로 55,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9914,202206,9,"55,500",13,2016,선수촌로 55,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9871,202206,10,"56,000",18,2016,선수촌로 55,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9914,202206,27,"59,000",2,2016,선수촌로 55,,중개거래,강원 강릉시
강원도 강릉시 홍제동,122,122,0,우산,82.67,202206,18,"16,500",10,1997,토성로 51,,중개거래,강원 강릉시
강원도 강릉시 홍제동,122,122,0,우산,82.67,202206,29,"20,800",1,1997,토성로 51,,중개거래,강원 강릉시
강원도 강릉시 홍제동,158,158,0,홍제푸르지오,105.715,202206,2,"41,300",11,2005,홍제로71번길 1,,중개거래,강원 강릉시
강원도 강릉시 홍제동,158,158,0,홍제푸르지오,105.715,202206,6,"40,700",1,2005,홍제로71번길 1,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1055,1055,0,홍제한신휴플러스,59.78,202206,3,"30,300",17,2015,토성로 56,,직거래,-
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,84.8956,202206,2,"29,000",4,2017,회산로 344,,직거래,-
