시군구,번지,본번,부번,단지명,면적,계약년월,계약일,가격,층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
충청북도 증평군 증평읍 초중리,533-1,533,1,한라비발디,84.9714,202206,20,"20,400",5,2006,초중6길 8,,중개거래,충북 증평군
충청북도 진천군 광혜원면 광혜원리,1085,1085,0,광혜원코아루,84.9196,202206,18,"22,900",4,2010,구암길 11,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,529-1,529,1,목화2,59.74,202206,2,"8,250",4,1995,화랑길 75,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,529-1,529,1,목화2,59.895,202206,14,"8,800",16,1995,화랑길 75,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,529-1,529,1,목화2,59.895,202206,25,"8,400",12,1995,화랑길 75,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,529-1,529,1,목화2,59.895,202206,27,"8,100",16,1995,화랑길 75,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,Mar-73,73,3,산호2차,25.68,202206,4,"3,000",8,2009,화랑5길 24-5,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,Mar-73,73,3,산호2차,39.84,202206,11,"5,500",7,2009,화랑5길 24-5,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,Mar-73,73,3,산호2차,39.84,202206,14,"5,450",11,2009,화랑5길 24-5,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,Mar-73,73,3,산호2차,25.68,202206,15,"3,500",5,2009,화랑5길 24-5,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,Mar-73,73,3,산호2차,25.68,202206,26,"2,900",8,2009,화랑5길 24-5,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,Mar-73,73,3,산호2차,25.68,202206,28,"2,950",6,2009,화랑5길 24-5,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,529,529,0,석미모닝파크,84.66,202206,13,"20,000",8,2008,화랑길 59,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,May-73,73,5,아담산호,27.43,202206,4,"3,400",3,1995,화랑5길 34,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,418-2,418,2,원림,59.52,202206,5,"7,250",6,1992,화랑6길 15,,중개거래,충북 음성군
충청북도 진천군 광혜원면 광혜원리,418-2,418,2,원림,59.52,202206,13,"7,000",4,1992,화랑6길 15,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,418-2,418,2,원림,59.52,202206,13,"7,000",4,1992,화랑6길 15,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,418-2,418,2,원림,53.58,202206,20,"5,500",5,1992,화랑6길 15,,직거래,-
충청북도 진천군 광혜원면 광혜원리,418-2,418,2,원림,59.52,202206,29,"8,000",14,1992,화랑6길 15,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,192,192,0,정암(192),62.8,202206,30,"4,600",5,1990,바들말4길 18,,직거래,-
충청북도 진천군 광혜원면 광혜원리,408-3,408,3,주연,59.95,202206,8,"7,500",10,1991,화랑6길 8-3,,직거래,-
충청북도 진천군 광혜원면 광혜원리,1088,1088,0,진천광혜원양우내안애,57.8247,202206,20,"13,000",16,2015,장기길 70,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,1088,1088,0,진천광혜원양우내안애,57.5385,202206,30,"13,000",9,2015,장기길 70,,중개거래,충북 진천군
충청북도 진천군 광혜원면 광혜원리,1078,1078,0,진천광혜원주공,51.74,202206,21,"11,900",10,2003,화랑길 50-5,,중개거래,충북 진천군
충청북도 진천군 광혜원면 죽현리,202,202,0,갑을아파트,39.06,202206,8,"4,300",2,2000,진광로 923,,직거래,-
충청북도 진천군 덕산읍 두촌리,2718,2718,0,영무예다음1차,75.3932,202206,29,"36,500",16,2015,87,,중개거래,충북 진천군
충청북도 진천군 덕산읍 두촌리,2456,2456,0,영무예다음2차,84.949,202206,3,"38,500",2,2016,대하로 195,,중개거래,충북 음성군
충청북도 진천군 덕산읍 두촌리,3148,3148,0,충북혁신도시아모리움내안애,84.9637,202206,3,"42,300",16,2018,대하로 114,,중개거래,"충북 진천군, 충북 충주시"
충청북도 진천군 덕산읍 두촌리,3148,3148,0,충북혁신도시아모리움내안애,84.9637,202206,10,"41,000",10,2018,대하로 114,,중개거래,충북 진천군
충청북도 진천군 덕산읍 두촌리,3148,3148,0,충북혁신도시아모리움내안애,84.9637,202206,21,"38,800",10,2018,대하로 114,,중개거래,충북 진천군
충청북도 진천군 덕산읍 두촌리,2487,2487,0,충북혁신리슈빌,84.86,202206,1,"38,000",20,2018,연미로 128,,중개거래,충북 음성군
충청북도 진천군 덕산읍 두촌리,2487,2487,0,충북혁신리슈빌,74.82,202206,11,"34,000",16,2018,연미로 128,,중개거래,충북 진천군
충청북도 진천군 덕산읍 용몽리,613-1,613,1,아담1차가동,59.61,202206,7,"7,300",1,1992,8,,중개거래,충북 진천군
충청북도 진천군 덕산읍 합목리,302,302,0,나우하이빌,33.18,202206,24,"3,450",3,2002,757,,중개거래,충북 진천군
충청북도 진천군 백곡면 석현리,280-1,280,1,백곡정암,58.83,202206,22,"5,000",1,1996,지곡길 9,,직거래,-
충청북도 진천군 이월면 사곡리,600-1,600,1,부영임대,49.92,202206,28,"7,500",5,2004,진광로 121,,중개거래,충북 진천군
충청북도 진천군 이월면 송림리,371-2,371,2,현진포르테,84.6845,202206,1,"17,100",10,2008,진광로 828,,중개거래,충북 청주흥덕구
충청북도 진천군 진천읍 교성리,07월 16일,7,16,양지,49.29,202206,7,"4,100",4,1991,남산8길 34-10,,직거래,-
충청북도 진천군 진천읍 교성리,375,375,0,제일,45.27,202206,2,"4,500",2,1988,혜원길 14-2,,직거래,-
충청북도 진천군 진천읍 교성리,144,144,0,진천교성주공,49.85,202206,6,"10,900",15,2000,중앙서로 89,,중개거래,충북 진천군
충청북도 진천군 진천읍 교성리,144,144,0,진천교성주공,49.85,202206,7,"9,900",6,2000,중앙서로 89,,중개거래,충북 진천군
충청북도 진천군 진천읍 교성리,144,144,0,진천교성주공,49.85,202206,16,"10,800",11,2000,중앙서로 89,,중개거래,충북 진천군
충청북도 진천군 진천읍 교성리,144,144,0,진천교성주공,49.85,202206,21,"9,500",1,2000,중앙서로 89,,중개거래,충북 진천군
충청북도 진천군 진천읍 교성리,Jan-52,52,1,행복,41.4,202206,7,"4,000",3,1991,중앙동로 26-9,,중개거래,충북 진천군
충청북도 진천군 진천읍 성석리,327-1,327,1,동백3차아파트,59.73,202206,2,"7,500",2,1999,덕금로 55,,중개거래,충북 진천군
충청북도 진천군 진천읍 성석리,327-1,327,1,동백3차아파트,29.25,202206,15,"4,300",11,1999,덕금로 55,,중개거래,충북 진천군
충청북도 진천군 진천읍 성석리,480-13,480,13,우주동백,59.9,202206,9,"6,500",10,1994,진광로 72,,중개거래,충북 진천군
충청북도 진천군 진천읍 신정리,390,390,0,삼진동산,59.94,202206,4,"7,000",15,1996,농다리로 1411,,중개거래,충북 진천군
충청북도 진천군 진천읍 신정리,469,469,0,우미,59.854,202206,5,"5,000",5,1998,문덕1길 36,,중개거래,충북 진천군
충청북도 진천군 진천읍 신정리,469,469,0,우미,59.854,202206,8,"5,000",5,1998,문덕1길 36,,중개거래,충북 진천군
충청북도 진천군 진천읍 신정리,469,469,0,우미,59.854,202206,22,"5,000",5,1998,문덕1길 36,,중개거래,충북 진천군
충청북도 진천군 진천읍 신정리,651-1,651,1,장산,83.7,202206,7,"9,800",7,1991,중앙동로 8,,중개거래,충북 진천군
충청북도 진천군 진천읍 신정리,827,827,0,진천양우내안애해오르미,58.32,202206,9,"13,400",12,2016,농다리로 1431,,중개거래,충북 진천군
충청북도 진천군 진천읍 신정리,827,827,0,진천양우내안애해오르미,58.32,202206,15,"13,400",9,2016,농다리로 1431,,중개거래,충북 진천군
충청북도 진천군 진천읍 신정리,827,827,0,진천양우내안애해오르미,58.32,202206,22,"13,800",14,2016,농다리로 1431,,중개거래,"충북 음성군, 충북 진천군"
충청북도 진천군 진천읍 장관리,02월 01일,2,1,남해오네뜨,84.9109,202206,14,"21,500",12,2009,장관2길 159,,직거래,-
충청북도 진천군 진천읍 장관리,02월 01일,2,1,남해오네뜨,73.9961,202206,22,"20,000",14,2009,장관2길 159,,중개거래,충북 진천군
충청북도 진천군 진천읍 장관리,03월 01일,3,1,우주동백2,50,202206,3,"5,800",10,1996,장관2길 153,,중개거래,충북 진천군
충청북도 진천군 진천읍 장관리,03월 01일,3,1,우주동백2,50,202206,8,"5,700",4,1996,장관2길 153,,중개거래,충북 진천군
충청북도 진천군 진천읍 장관리,03월 01일,3,1,우주동백2,50,202206,13,"6,200",13,1996,장관2길 153,,직거래,-
충청북도 진천군 진천읍 장관리,03월 01일,3,1,우주동백2,50,202206,25,"6,500",12,1996,장관2길 153,,중개거래,충북 진천군
충청북도 진천군 진천읍 장관리,03월 01일,3,1,우주동백2,50,202206,30,"5,900",7,1996,장관2길 153,,중개거래,충북 진천군
충청북도 진천군 진천읍 장관리,884,884,0,진천장관사랑으로부영1차,59.9605,202206,7,"14,500",14,2013,장관2길 139,,중개거래,충북 진천군
충청북도 청주상당구 금천동,Mar-50,50,3,경희,31.2,202206,2,"4,100",2,1997,꽃산동로 4-2,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,Mar-50,50,3,경희,31.2,202206,10,"3,900",2,1997,꽃산동로 4-2,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,Mar-50,50,3,경희,31.2,202206,11,"4,100",10,1997,꽃산동로 4-2,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,Mar-50,50,3,경희,59.9,202206,15,"10,500",12,1997,꽃산동로 4-11,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,476,476,0,금천우미린,76.0938,202206,16,"28,500",12,2014,꽃산동로 25,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,476,476,0,금천우미린,84.9786,202206,19,"32,700",9,2014,꽃산동로 25,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,476,476,0,금천우미린,84.9712,202206,22,"32,000",6,2014,꽃산동로 25,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,Jul-77,77,7,뉴타운,84.9,202206,8,"14,800",2,1993,꽃산동로 41,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,Jul-77,77,7,뉴타운,59.96,202206,10,"10,800",6,1993,꽃산동로 41,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,Jul-77,77,7,뉴타운,59.96,202206,23,"9,200",11,1993,꽃산동로 41,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,122-1,122,1,삼일,59.84,202206,14,"8,100",3,1987,영운천로91번길 57,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,122-1,122,1,삼일,59.84,202206,18,"7,900",3,1987,영운천로91번길 57,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,275,275,0,장자마을부영(275-7단지),59.2962,202206,1,"16,800",2,2001,중고개로 288,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,275,275,0,장자마을부영(275-7단지),48.3895,202206,4,"14,000",6,2001,중고개로 288,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,275,275,0,장자마을부영(275-7단지),48.3895,202206,6,"13,150",11,2001,중고개로 288,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,275,275,0,장자마을부영(275-7단지),48.3895,202206,6,"14,200",11,2001,중고개로 288,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,275,275,0,장자마을부영(275-7단지),48.3895,202206,7,"13,800",14,2001,중고개로 288,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,275,275,0,장자마을부영(275-7단지),48.3895,202206,10,"13,700",5,2001,중고개로 288,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,275,275,0,장자마을부영(275-7단지),48.3895,202206,18,"14,000",9,2001,중고개로 288,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,275,275,0,장자마을부영(275-7단지),48.3895,202206,27,"14,200",6,2001,중고개로 288,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,312,312,0,장자마을부영(312),84.9767,202206,1,"21,000",1,2003,수영로 306,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,312,312,0,장자마을부영(312),84.9767,202206,9,"26,500",13,2003,수영로 306,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,320,320,0,장자마을부영(320)-8단지,84.9767,202206,1,"22,300",6,2002,호미로 261,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,320,320,0,장자마을부영(320)-8단지,84.9767,202206,15,"22,000",10,2002,호미로 261,,중개거래,"충북 증평군, 충북 청주상당구"
충청북도 청주상당구 금천동,324,324,0,장자마을부영(324-3단지),84.9916,202206,6,"21,000",3,2003,호미로 285,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,325,325,0,장자마을부영(325-1단지),84.9916,202206,22,"21,000",1,2004,수영로 350,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,317,317,0,장자마을부영(9단지),48.3895,202206,6,"13,500",11,2002,중고개로 286,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,317,317,0,장자마을부영(9단지),59.2962,202206,10,"18,700",13,2002,중고개로 286,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,317,317,0,장자마을부영(9단지),59.2962,202206,14,"17,750",13,2002,중고개로 286,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,270,270,0,장자마을현대(2단지),74.9581,202206,2,"21,000",2,2002,수영로 328,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,270,270,0,장자마을현대(2단지),74.9581,202206,28,"21,200",2,2002,수영로 328,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,167-3,167,3,진주,58.41,202206,21,"6,900",4,1984,단재로 55,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,199-1,199,1,현대,62.08,202206,9,"12,450",9,1992,중고개로337번길 23,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,199-1,199,1,현대,62.08,202206,13,"11,000",7,1992,중고개로337번길 23,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,199-1,199,1,현대,62.08,202206,19,"11,900",7,1992,중고개로337번길 23,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,199-1,199,1,현대,84.84,202206,20,"15,000",2,1992,중고개로337번길 23,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,199-1,199,1,현대,127.22,202206,25,"19,000",9,1992,중고개로337번길 23,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,124,124,0,효성,84.99,202206,14,"15,000",6,1998,수영로 204,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,124,124,0,효성,27.29,202206,17,"3,200",6,1998,수영로 204,,중개거래,충북 청주상당구
충청북도 청주상당구 금천동,124,124,0,효성,27.29,202206,20,"3,550",15,1998,수영로 204,,중개거래,충북 청주상당구
충청북도 청주상당구 남문로1가동,53,53,0,트레비앙,31.82,202206,3,"7,900",6,2016,상당로29번길 20,,중개거래,충북 청주서원구
충청북도 청주상당구 남문로1가동,53,53,0,트레비앙,25.2,202206,8,"7,500",5,2016,상당로29번길 20,,직거래,-
충청북도 청주상당구 남주동,449,449,0,신일마트,81,202206,24,"9,000",15,1996,상당로5번길 89,,직거래,-
충청북도 청주상당구 문화동,118,118,0,문화동센트럴칸타빌,84.9662,202206,20,"39,800",7,2018,용담로 7,,중개거래,충북 청주상당구
충청북도 청주상당구 문화동,118,118,0,문화동센트럴칸타빌,84.8793,202206,21,"43,500",15,2018,용담로 7,,중개거래,충북 청주상당구
충청북도 청주상당구 문화동,118,118,0,문화동센트럴칸타빌,84.7409,202206,21,"39,500",7,2018,용담로 7,,중개거래,충북 청주상당구
충청북도 청주상당구 방서동,100,100,0,세중참사랑,84.87,202206,8,"16,500",6,2001,무농정로2번길 66-34,,중개거래,충북 청주상당구
충청북도 청주상당구 방서동,653,653,0,중흥에스-클래스더퍼스트,84.9935,202206,17,"41,500",2,2018,단재로 312,,중개거래,"충북 청주상당구, 충북 청주서원구"
충청북도 청주상당구 방서동,653,653,0,중흥에스-클래스더퍼스트,84.997,202206,22,"41,500",3,2018,단재로 312,,중개거래,충북 청주상당구
충청북도 청주상당구 방서동,653,653,0,중흥에스-클래스더퍼스트,84.9935,202206,30,"44,900",23,2018,단재로 312,,중개거래,충북 청주상당구
충청북도 청주상당구 방서동,654,654,0,청주센트럴자이,73.5823,202206,3,"43,000",5,2018,단재로 316,,중개거래,충북 청주상당구
충청북도 청주상당구 방서동,654,654,0,청주센트럴자이,84.7377,202206,4,"50,000",22,2018,단재로 316,,중개거래,충북 청주상당구
충청북도 청주상당구 방서동,654,654,0,청주센트럴자이,73.5823,202206,9,"46,300",20,2018,단재로 316,,중개거래,충북 청주상당구
충청북도 청주상당구 북문로2가동,Oct-78,78,10,아트에비뉴198,21.803,202206,9,"6,550",5,2016,중앙로 9-1,,중개거래,충북 청주서원구
충청북도 청주상당구 북문로2가동,94,94,0,중앙상가(92-2),70.985,202206,23,"9,900",3,1979,중앙로 18,,직거래,-
충청북도 청주상당구 북문로2가동,Feb-95,95,2,중앙상가(95-2),54.2,202206,15,"6,800",5,1979,중앙로 26,,중개거래,충북 청주상당구
충청북도 청주상당구 영동,50,50,0,평화아파트,72.88,202206,11,"13,500",2,1982,사직대로361번길 99,,중개거래,충북 청주상당구
충청북도 청주상당구 영운동,135-19,135,19,두산하이츠,22.93,202206,3,"2,500",2,1992,단재로95번길 40,,중개거래,충북 청주흥덕구
충청북도 청주상당구 영운동,135-19,135,19,두산하이츠,22.93,202206,9,"1,800",3,1992,단재로95번길 40,,중개거래,충북 청주상당구
충청북도 청주상당구 영운동,135-19,135,19,두산하이츠,22.93,202206,15,"1,900",3,1992,단재로95번길 40,,중개거래,충북 청주상당구
충청북도 청주상당구 영운동,135-19,135,19,두산하이츠,22.93,202206,17,"2,130",13,1992,단재로95번길 40,,중개거래,충북 청주상당구
충청북도 청주상당구 영운동,135-19,135,19,두산하이츠,22.93,202206,23,"2,250",5,1992,단재로95번길 40,,직거래,-
충청북도 청주상당구 영운동,179-11,179,11,미림,49.99,202206,4,"6,200",6,1991,무심동로 124,,중개거래,충북 청주상당구
충청북도 청주상당구 영운동,204,204,0,삼일,84.05,202206,28,"11,500",3,1992,수영로 136,,중개거래,충북 청주상당구
충청북도 청주상당구 영운동,103,103,0,에브라임리치빌아파트101동,84.8612,202206,2,"17,000",4,2005,수영로137번길 30,,중개거래,충북 청주상당구
충청북도 청주상당구 영운동,103,103,0,에브라임리치빌아파트101동,77.1103,202206,8,"15,600",5,2005,수영로137번길 30,,중개거래,충북 청주상당구
충청북도 청주상당구 영운동,May-40,40,5,진흥,65.92,202206,18,"4,500",5,1987,영운천로91번길 35,,중개거래,충북 청주상당구
충청북도 청주상당구 영운동,May-73,73,5,태암수정,42.24,202206,9,"5,150",8,1995,영운천로51번길 26,,중개거래,충북 청주흥덕구
충청북도 청주상당구 영운동,May-73,73,5,태암수정,42.24,202206,10,"4,825",2,1995,영운천로51번길 26,,중개거래,충북 청주흥덕구
충청북도 청주상당구 영운동,Jan-33,33,1,한진신세대,43.24,202206,4,"5,720",10,1997,영운천로119번길 7,,중개거래,충북 청주상당구
충청북도 청주상당구 영운동,Jan-33,33,1,한진신세대,43.24,202206,11,"5,350",2,1997,영운천로119번길 7,,중개거래,충북 청주상당구
충청북도 청주상당구 영운동,Jan-33,33,1,한진신세대,43.24,202206,13,"6,000",15,1997,영운천로119번길 7,,직거래,-
충청북도 청주상당구 영운동,Jan-33,33,1,한진신세대,43.24,202206,28,"6,900",13,1997,영운천로119번길 7,,중개거래,충북 청주상당구
충청북도 청주상당구 용담동,425,425,0,가좌마을부영,59.987,202206,7,"18,600",10,2003,호미로 329,,중개거래,충북 청주상당구
충청북도 청주상당구 용담동,425,425,0,가좌마을부영,59.987,202206,11,"19,500",12,2003,호미로 329,,중개거래,충북 청주상당구
충청북도 청주상당구 용담동,425,425,0,가좌마을부영,59.987,202206,17,"18,300",3,2003,호미로 329,,중개거래,충북 청주상당구
충청북도 청주상당구 용담동,418,418,0,가좌마을부영(418),84.9916,202206,3,"22,000",5,2004,산성로116번길 23,,중개거래,충북 청주상당구
충청북도 청주상당구 용담동,436,436,0,가좌마을용담이-편한세상,107.3396,202206,25,"33,300",1,2004,호미로 330,,중개거래,충북 청주상당구
충청북도 청주상당구 용담동,423,423,0,부영E그린,84.9916,202206,12,"24,000",10,2003,호미로 317,,중개거래,충북 청주상당구
충청북도 청주상당구 용담동,423,423,0,부영E그린,84.9916,202206,22,"26,900",4,2003,호미로 317,,중개거래,충북 청주상당구
충청북도 청주상당구 용담동,421,421,0,세영첼시빌,157.041,202206,1,"39,000",2,2005,수영로 327,,중개거래,충북 청주상당구
충청북도 청주상당구 용담동,467,467,0,우미린에듀파크2단지,84.9813,202206,3,"42,500",4,2018,수영로 359,,중개거래,충북 청주상당구
충청북도 청주상당구 용담동,467,467,0,우미린에듀파크2단지,72.9398,202206,13,"40,000",12,2018,수영로 359,,직거래,-
충청북도 청주상당구 용담동,467,467,0,우미린에듀파크2단지,84.9813,202206,19,"45,700",13,2018,수영로 359,,중개거래,충북 청주상당구
충청북도 청주상당구 용담동,156-18,156,18,진양,65.61,202206,16,"8,300",1,1985,교동로 127,,중개거래,충북 청주상당구
충청북도 청주상당구 용담동,156-18,156,18,진양,65.61,202206,17,"6,200",2,1985,교동로 127,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2915,2915,0,강변뜨란채,84.78,202206,3,"23,000",8,2005,무심동로 86,,직거래,-
충청북도 청주상당구 용암동,2915,2915,0,강변뜨란채,84.78,202206,20,"21,500",2,2005,무심동로 86,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2099,2099,0,건영,134.61,202206,11,"28,100",14,1999,중흥로 71,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2060,2060,0,부영,50.49,202206,4,"10,850",8,1996,월평로 243,20220717,중개거래,충북 청주서원구
충청북도 청주상당구 용암동,2060,2060,0,부영,50.49,202206,4,"9,500",6,1996,월평로 243,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2060,2060,0,부영,50.49,202206,25,"10,700",6,1996,월평로 243,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2060,2060,0,부영,50.49,202206,25,"10,700",6,1996,월평로 243,20220629,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2060,2060,0,부영,50.49,202206,28,"10,400",13,1996,월평로 243,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2083,2083,0,삼일무지개,59.94,202206,1,"14,000",8,1994,무농정로 103,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2083,2083,0,삼일무지개,59.94,202206,15,"14,400",14,1994,무농정로 103,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2083,2083,0,삼일무지개,59.94,202206,20,"14,000",12,1994,무농정로 103,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2064,2064,0,세원한아름,59.76,202206,9,"13,700",1,1994,무농정로 90,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2064,2064,0,세원한아름,41.85,202206,11,"8,900",8,1994,무농정로 90,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2064,2064,0,세원한아름,41.85,202206,11,"8,500",11,1994,무농정로 90,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2064,2064,0,세원한아름,59.76,202206,11,"15,900",4,1994,무농정로 90,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2064,2064,0,세원한아름,59.76,202206,18,"14,700",15,1994,무농정로 90,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2064,2064,0,세원한아름,41.85,202206,19,"8,400",12,1994,무농정로 90,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2064,2064,0,세원한아름,59.76,202206,24,"14,800",4,1994,무농정로 90,,중개거래,"경기 용인기흥구, 충북 청주상당구"
충청북도 청주상당구 용암동,2064,2064,0,세원한아름,59.76,202206,25,"14,900",7,1994,무농정로 90,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2082,2082,0,소라,59.7,202206,4,"13,700",3,1994,원봉로 21,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2082,2082,0,소라,59.7,202206,8,"14,000",15,1994,원봉로 21,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2082,2082,0,소라,59.7,202206,9,"14,400",13,1994,원봉로 21,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2082,2082,0,소라,59.7,202206,12,"14,000",8,1994,원봉로 21,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2082,2082,0,소라,59.7,202206,13,"14,200",12,1994,원봉로 21,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2082,2082,0,소라,59.7,202206,15,"14,200",15,1994,원봉로 21,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2082,2082,0,소라,59.43,202206,18,"14,000",4,1994,원봉로 21,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2082,2082,0,소라,59.43,202206,25,"12,450",1,1994,원봉로 21,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,3146,3146,0,시티프라디움1단지,84.9804,202206,27,"49,000",11,2020,중고개로142번길 31,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,3147,3147,0,시티프라디움2단지,84.9954,202206,1,"50,500",16,2020,중고개로142번길 17,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,3147,3147,0,시티프라디움2단지,84.9826,202206,7,"50,000",18,2020,중고개로142번길 17,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2953,2953,0,용암서희스타힐스,59.9924,202206,11,"29,000",19,2018,단재로196번길 9,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2537,2537,0,중흥마을마이빌아파트,59.4045,202206,12,"14,900",2,2003,중흥로 148,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2537,2537,0,중흥마을마이빌아파트,59.4045,202206,16,"18,500",11,2003,중흥로 148,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2444,2444,0,중흥마을부영,84.9508,202206,5,"22,500",9,2001,중흥로 196,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2444,2444,0,중흥마을부영,84.9508,202206,11,"22,800",6,2001,중흥로 196,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2444,2444,0,중흥마을부영,84.9508,202206,17,"23,300",14,2001,중흥로 196,,중개거래,"충북 청주상당구, 충북 청주청원구"
충청북도 청주상당구 용암동,2444,2444,0,중흥마을부영,84.9508,202206,27,"22,000",14,2001,중흥로 196,,직거래,-
충청북도 청주상당구 용암동,2433,2433,0,중흥마을부영(2433),84.9538,202206,10,"21,000",11,2001,중흥로 146,,직거래,-
충청북도 청주상당구 용암동,2542,2542,0,중흥마을부영(2542-0),59.987,202206,27,"17,400",8,2003,중흥로 173,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2108,2108,0,청주용암주공1단지아파트(해누리),49.8,202206,1,"10,500",5,1994,원봉로 52,20220720,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2108,2108,0,청주용암주공1단지아파트(해누리),49.8,202206,11,"10,000",9,1994,원봉로 52,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,2108,2108,0,청주용암주공1단지아파트(해누리),49.8,202206,22,"9,900",8,1994,원봉로 52,,중개거래,충북 청주상당구
충청북도 청주상당구 용암동,3157,3157,0,칸타빌더테라스2단지,78.8917,202206,8,"44,000",18,2019,중고개로 104,,중개거래,충북 청주상당구
