지역,번지,본번,부번,아파트,면적,계약년월,계약일,가격,층,건축년도,도로명
강원도 강릉시 견소동,202,202,0,송정한신,59.8,202206,14,23000,8,1997,경강로2539번길 8
강원도 강릉시 견소동,202,202,0,송정한신,39.08,202206,17,15800,6,1997,경강로2539번길 8
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,59.99,202206,3,29600,15,2005,경강로2539번길 22
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202206,22,35800,6,2005,경강로2539번길 22
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202206,2,32500,14,1999,가작로 78
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202206,3,30000,9,1999,가작로 78
강원도 강릉시 교동,1766,1766,0,교동3주공,59.84,202206,8,33000,7,2002,교동광장로 138-12
강원도 강릉시 교동,834,834,0,덕진,40.86,202206,28,8300,5,1988,옛강일길 28
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,202206,3,37000,11,2001,하슬라로 124
강원도 강릉시 교동,1762,1762,0,부영5,84.93,202206,8,40000,12,2001,교동광장로 163
강원도 강릉시 교동,1762,1762,0,부영5,84.93,202206,11,43000,14,2001,교동광장로 163
강원도 강릉시 교동,Mar-37,37,3,예성그린1,56.16,202206,4,12800,3,1995,가작로252번길 22
강원도 강릉시 교동,Jan-46,46,1,한신,59.84,202206,6,25500,11,1997,명륜로 95-7
강원도 강릉시 교동,828-19,828,19,현대,71.175,202206,4,19000,15,1992,옛강일길 41
강원도 강릉시 교동,828-19,828,19,현대,84.945,202206,17,19700,15,1992,옛강일길 41
강원도 강릉시 교동,828-19,828,19,현대,84.945,202206,24,14500,2,1992,옛강일길 41
강원도 강릉시 남문동,183-2,183,2,삼익그린맨션,84.08,202206,28,19000,1,1992,홍제로 7-17
강원도 강릉시 내곡동,616,616,0,강부2,24.795,202206,9,4900,4,1988,관대길 63
강원도 강릉시 내곡동,616,616,0,강부2,24.795,202206,15,4750,3,1988,관대길 63
강원도 강릉시 내곡동,623,623,0,내곡주공,39.3,202206,20,7800,4,1989,관대길16번길 6
강원도 강릉시 내곡동,476,476,0,내곡한라,59.97,202206,9,19900,10,1997,강변로 114
강원도 강릉시 노암동,605,605,0,노암3한라,39.762,202206,14,12000,11,2000,남부로125번길 7
강원도 강릉시 노암동,605,605,0,노암3한라,74.64,202206,25,23500,11,2000,남부로125번길 7
강원도 강릉시 노암동,605,605,0,노암3한라,39.762,202206,25,12700,10,2000,남부로125번길 7
강원도 강릉시 노암동,390,390,0,노암한라,59.976,202206,22,15000,9,1994,노암길42번길 28
강원도 강릉시 송정동,1065,1065,0,강릉송정신원아침도시,84.9522,202206,8,50800,3,2020,경강로 2498
강원도 강릉시 송정동,1063,1063,0,강릉송정한신더휴,84.961,202206,29,47500,4,2019,경강로 2448
강원도 강릉시 송정동,Oct-39,39,10,삼익비치맨션,84.544,202206,29,24500,3,1992,해안로 107
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.93,202206,3,64500,16,2019,경강로 2511
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.99,202206,28,63500,18,2019,경강로 2511
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202206,2,6900,8,1999,연주로 132
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202206,8,4530,7,1999,연주로 132
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,202206,2,17800,7,2005,영진3길 43
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,202206,6,17300,1,2005,영진3길 43
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,84.8923,202206,13,28000,6,2005,영진3길 43
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,202206,8,29500,7,2008,영진3길 15
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,202206,11,29900,2,2008,영진3길 15
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,20.7527,202206,1,12600,14,2019,홍질목길 12
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202206,11,14700,12,2019,홍질목길 12
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202206,12,12000,3,2019,홍질목길 12
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,49.5082,202206,17,26500,18,2019,홍질목길 12
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202206,22,15400,15,2019,홍질목길 12
강원도 강릉시 유천동,781,781,0,강릉유천유승한내들더퍼스트,84.2785,202206,6,71700,30,2021,선수촌로 79-14
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202206,7,52000,9,2018,선수촌로 113
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202206,7,53000,18,2018,선수촌로 113
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202206,20,57000,12,2018,선수촌로 113
강원도 강릉시 입암동,503-2,503,2,강동2,59.64,202206,15,8900,1,1991,강변로410번길 37
강원도 강릉시 입암동,501,501,0,강동3,47.37,202206,28,8800,6,1993,강변로410번길 35
강원도 강릉시 입암동,711,711,0,강릉더샵,84.93,202206,17,40000,3,2014,입암로29번길 11
강원도 강릉시 입암동,711,711,0,강릉더샵,84.93,202206,28,44150,10,2014,입암로29번길 11
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.96,202206,3,40500,10,2007,성덕로 328-15
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.77,202206,3,39100,6,2007,성덕로 328-15
강원도 강릉시 입암동,Jan-92,92,1,녹원,84.88,202206,8,20000,2,1992,월대산로 57
강원도 강릉시 입암동,543-3,543,3,에버그린,59.85,202206,20,15000,6,2000,강변로440번길 30
강원도 강릉시 입암동,210,210,0,이안강릉타운,122.72,202206,3,43700,7,2006,성덕로 316-22
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202206,14,33800,4,2006,성덕로 316-22
강원도 강릉시 입암동,641,641,0,입암1주공,39.72,202206,12,13250,4,1986,강변로 364
강원도 강릉시 입암동,49,49,0,입암2주공,39.69,202206,14,12400,1,1990,강변로 508
강원도 강릉시 입암동,685,685,0,입암4주공,59.8,202206,15,20500,3,1996,성덕포남로 89
강원도 강릉시 입암동,685,685,0,입암4주공,59.8,202206,28,14000,8,1996,성덕포남로 89
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202206,10,13500,10,1996,성덕포남로 89-17
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202206,10,13500,10,1996,성덕포남로 89-17
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202206,10,13500,9,1996,성덕포남로 89-17
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202206,16,13500,7,1996,성덕포남로 89-17
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202206,22,11700,7,1996,성덕포남로 89-17
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202206,27,14000,4,1996,성덕포남로 89-17
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,1,14000,3,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,1,14000,15,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,1,13900,4,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,1,13900,5,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,1,13900,10,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,1,13900,9,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,2,13800,3,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,2,14000,13,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,2,14000,9,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,2,13800,12,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202206,3,19000,3,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,8,14300,11,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,9,14000,8,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,9,14000,10,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202206,9,18000,15,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,14000,5,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,14000,4,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,14000,5,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,14000,8,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,14000,6,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,14000,10,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,14000,8,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,14000,10,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,14000,4,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,14000,8,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,14000,7,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,14000,7,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,10,14000,4,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202206,11,17000,2,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202206,13,18900,9,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,16,15100,11,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,16,14300,7,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,17,13800,9,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,17,13800,7,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,17,14300,11,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,17,14000,4,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,17,14000,3,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,17,14000,3,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,18,14350,15,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,18,14800,15,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,22,14350,15,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,22,15000,15,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202206,27,14350,4,1998,성덕포남로 39
강원도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,79.191,202206,21,34000,1,2019,월대산로 23
강원도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,79.191,202206,22,35000,4,2019,월대산로 23
강원도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,59.986,202206,25,31500,15,2019,월대산로 23
강원도 강릉시 입암동,440,440,0,입암현대,59.824,202206,17,20500,13,1998,용지로 19
강원도 강릉시 입암동,440,440,0,입암현대,59.956,202206,23,22500,3,1998,용지로 19
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202206,2,7800,2,1998,강변로410번길 31-5
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202206,17,6600,6,1998,강변로410번길 31-5
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202206,17,6600,7,1998,강변로410번길 31-5
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202206,24,7900,8,1998,강변로410번길 31-5
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202206,24,5500,11,1998,강변로410번길 31-5
강원도 강릉시 저동,04-04,4,4,경포현대,59.785,202206,4,28000,2,1996,경포로463번안길 14
강원도 강릉시 주문진읍 교항리,18-6,18,6,동방타워맨션,59.975,202206,7,7500,4,1994,매맥이아랫길 24
강원도 강릉시 주문진읍 교항리,18-6,18,6,동방타워맨션,59.975,202206,25,8000,2,1994,매맥이아랫길 24
강원도 강릉시 주문진읍 교항리,Jan-44,44,1,소훈,84.68,202206,7,8900,4,1991,매맥이길 14-3
강원도 강릉시 주문진읍 교항리,478-2,478,2,소훈4차,63.82,202206,23,7500,3,1992,매맥이길 28-1
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202206,2,7000,12,1999,보리골길 26
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202206,14,7800,9,1999,보리골길 26
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202206,22,11700,12,1999,보리골길 26
강원도 강릉시 주문진읍 교항리,430-1,430,1,유성,49.89,202206,21,5400,1,1991,매맥이윗길 12-4
강원도 강릉시 주문진읍 교항리,387-6,387,6,주공,39.38,202206,30,7800,3,1982,신리천로 72
강원도 강릉시 주문진읍 교항리,21,21,0,주문진서희스타힐스아파트,59.8411,202206,2,17000,3,2020,연주로 281-21
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,31.356,202206,10,12500,12,2017,오리나루2길 25
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202206,11,9980,5,2017,오리나루2길 25
강원도 강릉시 주문진읍 주문리,1585,1585,0,케이티레파트더블루힐,59.33,202206,4,10500,4,2007,주문북로 147-32
강원도 강릉시 지변동,334,334,0,덕원임대,59.961,202206,2,13000,10,1998,죽헌길85번길 25
강원도 강릉시 지변동,334,334,0,덕원임대,59.961,202206,24,12500,13,1998,죽헌길85번길 25
강원도 강릉시 초당동,149-1,149,1,동부,84.98,202206,18,34000,8,1997,연당길 75
강원도 강릉시 초당동,143,143,0,우성,84.77,202206,1,25500,14,1997,연당길 67-15
강원도 강릉시 초당동,143,143,0,우성,84.77,202206,1,30000,8,1997,연당길 67-15
강원도 강릉시 초당동,181,181,0,유화2,78.167,202206,10,16200,6,1994,연당길 94-6
강원도 강릉시 초당동,155,155,0,유화3,45.68,202206,7,17500,7,1996,연당길 82
강원도 강릉시 초당동,155,155,0,유화3,45.68,202206,13,15800,9,1996,연당길 82
강원도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),29.82,202206,4,7800,4,1988,초당원길 21
강원도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),29.82,202206,29,8900,2,1988,초당원길 21
강원도 강릉시 초당동,128,128,0,현대,59.875,202206,4,17500,3,1995,초당원길 26-2
강원도 강릉시 포남동,1080-11,1080,11,대목3차,48.41,202206,30,9700,3,1988,보래미하길 32
강원도 강릉시 포남동,422-3,422,3,대인4,128.25,202206,9,17000,8,1995,강릉대로469번길 14
강원도 강릉시 포남동,422-3,422,3,대인4,19.99,202206,30,5100,10,1995,강릉대로469번길 14
강원도 강릉시 포남동,1005-248,1005,248,동남,54.945,202206,21,11800,1,1985,경강로2256번길 12
강원도 강릉시 포남동,1063,1063,0,동덕.영진광업소사원주택,104.17,202206,8,18000,5,1989,보래미하길65번길 24
강원도 강릉시 포남동,1063,1063,0,동덕.영진광업소사원주택,104.17,202206,14,12000,4,1989,보래미하길65번길 24
강원도 강릉시 포남동,1149,1149,0,로얄,59.55,202206,27,11000,2,1986,경강로2267번길 6
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202206,7,18600,12,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202206,7,18600,12,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202206,9,19300,11,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202206,14,17500,2,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202206,20,18150,3,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,58.87,202206,20,18700,10,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,58.87,202206,20,19000,10,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202206,26,19000,11,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202206,28,18700,1,1995,하평3길 37
강원도 강릉시 포남동,1005-246,1005,246,조성빌라,74.73,202206,17,13000,2,1986,성덕포남로153번길 17
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,202206,11,15000,2,1981,보래미상길 65
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,202206,13,16000,3,1981,보래미상길 65
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.99,202206,20,16400,1,1981,보래미상길 65
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202206,17,37000,12,2018,선수촌로 10
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.78,202206,18,37000,4,2018,선수촌로 10
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202206,30,36500,14,2018,선수촌로 10
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9871,202206,4,57800,11,2016,선수촌로 55
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9914,202206,9,55500,13,2016,선수촌로 55
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9871,202206,10,56000,18,2016,선수촌로 55
강원도 강릉시 홍제동,122,122,0,우산,82.67,202206,18,16500,10,1997,토성로 51
강원도 강릉시 홍제동,158,158,0,홍제푸르지오,105.715,202206,2,41300,11,2005,홍제로71번길 1
강원도 강릉시 홍제동,158,158,0,홍제푸르지오,105.715,202206,6,40700,1,2005,홍제로71번길 1
강원도 강릉시 홍제동,1055,1055,0,홍제한신휴플러스,59.78,202206,3,30300,17,2015,토성로 56
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,84.8956,202206,2,29000,4,2017,회산로 344
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,84.8956,202206,16,39000,12,2017,회산로 344
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,84.9925,202206,4,44500,5,2018,회산로383번길 37
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,74.9974,202206,13,40300,13,2018,회산로383번길 37
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,74.9974,202206,14,39500,7,2018,회산로383번길 37
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,59.4,202206,2,9050,12,1998,수성로 126-5
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,39.6,202206,21,6000,9,1998,수성로 126-5
강원도 고성군 간성읍 상리,501,501,0,동해2,57.48,202206,25,5900,3,1990,수성로 90
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,202206,18,13000,11,1998,남천마루2길 6
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,70.64,202206,4,28000,8,2006,해오름해변길 70
강원도 동해시 구미동,551,551,0,유성타워,69.01,202206,28,7000,6,1997,구미택지1길 93
강원도 동해시 구미동,521,521,0,현진,59.8,202206,4,5150,1,1995,구미4길 1
강원도 동해시 구미동,521,521,0,현진,39.97,202206,20,4200,3,1995,구미4길 1
강원도 동해시 단봉동,24-4,24,4,성협5차,31.5,202206,17,1900,3,1998,단봉길 16
강원도 동해시 동회동,442,442,0,대동12차,59.3575,202206,10,8300,4,1995,청운1길 29
강원도 동해시 동회동,442,442,0,대동3차,59.3575,202206,9,7950,2,1996,청운1길 29
강원도 동해시 동회동,442,442,0,대동3차,59.3575,202206,11,8500,5,1996,청운1길 29
강원도 동해시 동회동,442,442,0,대동3차,73.4675,202206,15,13400,11,1996,청운1길 29
강원도 동해시 동회동,442,442,0,대동3차,84.5525,202206,15,12000,2,1996,청운1길 29
강원도 동해시 동회동,Jan-49,49,1,대아주택2차,59.22,202206,1,4550,4,1991,효자남2길 9
강원도 동해시 동회동,457,457,0,북삼2차웰메이드타운,75.5869,202206,2,31500,2,2019,효자로 636-2
강원도 동해시 동회동,442,442,0,현대5차,134.783,202206,16,25000,18,1999,청운1길 29
강원도 동해시 동회동,442,442,0,현대5차,77.7562,202206,30,15000,9,1999,청운1길 29
강원도 동해시 묵호진동,1-83,1,83,삼본임대,40.965,202206,6,5200,1,1996,해맞이길 231
강원도 동해시 발한동,599-5,599,5,경민2차,79.15,202206,13,5500,5,1991,수원지2길 6-9
강원도 동해시 발한동,597-36,597,36,대원,22.23,202206,29,800,1,1990,수원지2길 2
강원도 동해시 발한동,802,802,0,동해KD아람채,84.9369,202206,23,26500,4,2019,지리골길 33
강원도 동해시 발한동,334-1,334,1,삼성,60,202206,9,8700,7,1996,해안로 605
강원도 동해시 발한동,599,599,0,삼우,37.08,202206,9,3000,4,1988,수원지2길 12-3
강원도 동해시 발한동,599,599,0,삼우,37.08,202206,27,2650,5,1988,수원지2길 12-3
강원도 동해시 발한동,516-1,516,1,삼화,50.85,202206,15,4500,1,1991,동호3길 47
강원도 동해시 발한동,125-2,125,2,성남,51.75,202206,9,4200,5,1986,붉은언덕길 6
강원도 동해시 발한동,599-1,599,1,우석1차,32.28,202206,22,2450,4,1985,수원지2길 15
강원도 동해시 발한동,599-1,599,1,우석1차,32.28,202206,24,3400,3,1985,수원지2길 17-4
강원도 동해시 부곡동,Jan-73,73,1,동해,63.87,202206,1,3700,1,1981,가마골길 42-10
강원도 동해시 부곡동,Jan-73,73,1,동해,63.87,202206,28,4800,3,1981,가마골길 42-10
강원도 동해시 부곡동,126-1,126,1,삼정상가2차,59.94,202206,18,9900,10,1994,임항로 55
강원도 동해시 부곡동,Feb-31,31,2,삼화미성,49.89,202206,14,4000,5,1991,부곡4길 10
강원도 동해시 부곡동,599-32,599,32,우석2차,41.25,202206,3,2700,4,1987,수원지2길 17-8
강원도 동해시 부곡동,111-1,111,1,유존,35.045,202206,17,3350,1,1995,부곡2길 26
강원도 동해시 부곡동,5-82,5,82,일정골든타워,53.303,202206,16,7500,9,1996,해안로 449
강원도 동해시 북평동,327,327,0,e편한세상동해,78.88,202206,2,26700,5,2020,단봉길 39
강원도 동해시 북평동,327,327,0,e편한세상동해,84.98,202206,4,32900,12,2020,단봉길 39
강원도 동해시 북평동,327,327,0,e편한세상동해,78.86,202206,7,26800,18,2020,단봉길 39
강원도 동해시 북평동,327,327,0,e편한세상동해,84.98,202206,10,34000,10,2020,단봉길 39
강원도 동해시 북평동,327,327,0,e편한세상동해,78.88,202206,11,30000,12,2020,단봉길 39
강원도 동해시 쇄운동,173-6,173,6,보배,54.21,202206,28,4000,5,1997,효자로 600-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202206,2,8500,2,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202206,13,9000,7,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202206,13,5700,3,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202206,18,9750,9,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202206,23,5700,4,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202206,24,6400,10,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202206,25,6080,7,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202206,25,6200,5,2012,효자로 572-1
강원도 동해시 쇄운동,173-1,173,1,영동4차,59.99,202206,9,4850,6,1993,효자로 584-1
강원도 동해시 어달동,1-83,1,83,삼본임대,40.965,202206,23,6500,3,1996,해맞이길 231
강원도 동해시 용정동,260-2,260,2,범주성지,59.92,202206,20,8000,2,1996,초원2길 5
강원도 동해시 용정동,260-2,260,2,범주성지,59.92,202206,27,8800,1,1996,초원2길 5
강원도 동해시 이도동,302-6,302,6,강변,49.275,202206,3,4000,1,1996,전천로 175-24
강원도 동해시 이도동,751,751,0,동해아이파크,84.98,202206,10,31750,5,2018,배골길 32-4
강원도 동해시 이도동,753,753,0,동해이도코아루더스카이,75.4987,202206,3,24000,10,2019,동해대로 4833
강원도 동해시 이도동,753,753,0,동해이도코아루더스카이,84.9416,202206,21,27000,14,2019,동해대로 4833
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202206,11,6500,5,1999,이원길 180-2
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202206,15,6950,5,1999,이원길 180-2
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202206,24,6400,6,1999,이원길 180-2
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202206,18,11000,13,1999,이원길 180-2
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202206,22,8000,3,1999,이원길 180-2
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202206,23,9400,3,1999,이원길 180-2
강원도 동해시 이도동,172,172,0,현대,59.97,202206,14,8000,11,1996,이원길 180
강원도 동해시 이로동,433-31,433,31,동해규수방,41.94,202206,30,2350,5,2007,월평로 49
강원도 동해시 천곡동,1102,1102,0,동해금호어울림,84.908,202206,12,24100,7,2007,평릉길 14
강원도 동해시 천곡동,965-1,965,1,범주성지(가나),45.37,202206,9,5800,5,1994,감추1길 8
강원도 동해시 천곡동,965-1,965,1,범주성지(가나),59.95,202206,10,5500,5,1994,감추1길 8
강원도 동해시 천곡동,1004-12,1004,12,시영1차,59.85,202206,7,8500,4,1991,동굴로 40
강원도 동해시 천곡동,1004-1,1004,1,시영3차,49.94,202206,2,4900,3,1994,동굴로 20
강원도 동해시 천곡동,802-1,802,1,유공타워,59.256,202206,24,8700,6,1996,천곡1길 3
강원도 동해시 천곡동,788,788,0,이안동해센트럴,59.9347,202206,21,16000,14,2021,천곡로 5
강원도 동해시 천곡동,1111,1111,0,천곡금호어울림라포레,64.7915,202206,24,24700,7,2020,항골길 65
강원도 동해시 천곡동,1080,1080,0,천곡주공1차,51.09,202206,23,11000,1,1983,천곡로 20
강원도 동해시 천곡동,1060-1,1060,1,천곡주공2차,59.3,202206,10,11500,4,1984,한섬로 87
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.6,202206,3,6400,2,1989,샘실1길 5
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202206,3,7850,2,1989,샘실1길 5
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202206,3,6500,5,1989,샘실1길 5
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202206,3,5000,3,1989,샘실1길 5
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202206,4,8000,3,1989,샘실1길 5
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202206,9,5700,5,1989,샘실1길 5
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202206,9,5700,5,1989,샘실1길 5
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.6,202206,17,7600,2,1989,샘실1길 5
