지역,번지,본번,부번,아파트,면적,계약년월,계약일,가격,층,건축년도,도로명
대전광역시 중구 중촌동,16-1,16,1,현대,52.38,202206,22,18900,10,1987,목중로26번길 29
대전광역시 중구 태평동,422-7,422,7,버드내1,59.89,202206,11,33200,17,2000,태평로 15
대전광역시 중구 태평동,403-1,403,1,삼부3,84.855,202206,17,30000,6,1985,태평로 65
대전광역시 중구 태평동,317,317,0,태평,114.74,202206,12,39000,7,2000,평촌로 111
부산광역시 강서구 명지동,3233,3233,0,극동스타클래스,101.92,202206,13,47400,13,2008,명지오션시티2로 71
부산광역시 강서구 명지동,3594,3594,0,더샵명지퍼스트월드2단지,84.997,202206,21,76500,19,2020,명지국제7로 37
부산광역시 강서구 명지동,3404,3404,0,더에듀팰리스부영,91.6395,202206,10,72000,10,2019,명지국제7로 110
부산광역시 강서구 명지동,3244,3244,0,롯데캐슬,84.94,202206,23,41000,13,2008,명지오션시티11로 84
부산광역시 강서구 명지동,3354,3354,0,명지1차 금강펜테리움 센트럴파크,84.2591,202206,7,50800,6,2015,명지국제5로 59
부산광역시 강서구 명지동,3354,3354,0,명지1차 금강펜테리움 센트럴파크,84.247,202206,11,56000,17,2015,명지국제5로 59
부산광역시 강서구 명지동,3415,3415,0,명지국제신도시호반베르디움1차,74.8162,202206,16,54500,18,2016,명지국제5로 29
부산광역시 강서구 명지동,3415,3415,0,명지국제신도시호반베르디움1차,74.9342,202206,20,55500,19,2016,명지국제5로 29
부산광역시 강서구 명지동,3423,3423,0,명지대방노블랜드오션뷰1차,84.9341,202206,4,54700,3,2015,명지국제5로 30
부산광역시 강서구 명지동,3399,3399,0,명지더웨스턴,74.62,202206,4,56000,20,2018,명지국제7로 111
부산광역시 강서구 명지동,3399,3399,0,명지더웨스턴,74.62,202206,6,54000,18,2018,명지국제7로 111
부산광역시 강서구 명지동,3399,3399,0,명지더웨스턴,74.8,202206,8,52500,7,2018,명지국제7로 111
부산광역시 강서구 명지동,3234,3234,0,명지두산위브포세이돈,70.8693,202206,7,32500,9,2013,명지오션시티11로 22
부산광역시 강서구 명지동,3234,3234,0,명지두산위브포세이돈,84.9838,202206,11,46800,15,2013,명지오션시티11로 22
부산광역시 강서구 명지동,3234,3234,0,명지두산위브포세이돈,84.9807,202206,12,37500,4,2013,명지오션시티11로 22
부산광역시 강서구 명지동,3234,3234,0,명지두산위브포세이돈,70.8693,202206,18,33200,13,2013,명지오션시티11로 22
부산광역시 강서구 명지동,3236,3236,0,명지오션시티한신휴플러스,84.99,202206,11,43500,6,2014,명지오션시티1로 155
부산광역시 강서구 명지동,3236,3236,0,명지오션시티한신휴플러스,84.99,202206,18,38300,10,2014,명지오션시티1로 155
부산광역시 강서구 명지동,3328,3328,0,명지협성휴포레,54.3113,202206,8,31800,13,2016,명지국제5로 141
부산광역시 강서구 명지동,3328,3328,0,명지협성휴포레,59.9858,202206,13,35000,12,2016,명지국제5로 141
부산광역시 강서구 명지동,3328,3328,0,명지협성휴포레,59.9858,202206,22,35500,10,2016,명지국제5로 141
부산광역시 강서구 명지동,3328,3328,0,명지협성휴포레,54.227,202206,28,32800,9,2016,명지국제5로 141
부산광역시 강서구 명지동,3350,3350,0,부산명지중흥S-클래스에듀오션,84.6651,202206,2,62500,14,2018,명지국제5로 90
부산광역시 강서구 명지동,3350,3350,0,부산명지중흥S-클래스에듀오션,84.6651,202206,24,52500,2,2018,명지국제5로 90
부산광역시 강서구 명지동,3400,3400,0,부산명지중흥S-클래스프라디움,59.9966,202206,3,37500,5,2016,명지국제7로 133
부산광역시 강서구 명지동,3243,3243,0,엘크루블루오션,179.97,202206,10,112600,9,2012,명지오션시티12로 92
부산광역시 강서구 명지동,3235,3235,0,엘크루솔마레,84.987,202206,4,41000,3,2014,명지오션시티12로 10
부산광역시 강서구 명지동,3235,3235,0,엘크루솔마레,84.987,202206,4,46700,6,2014,명지오션시티12로 10
부산광역시 강서구 명지동,3235,3235,0,엘크루솔마레,84.987,202206,14,42800,2,2014,명지오션시티12로 10
부산광역시 강서구 명지동,3235,3235,0,엘크루솔마레,84.987,202206,21,40000,4,2014,명지오션시티12로 10
부산광역시 강서구 명지동,3235,3235,0,엘크루솔마레,84.987,202206,30,45000,5,2014,명지오션시티12로 10
부산광역시 강서구 명지동,3232,3232,0,퀸덤1차아인슈타인타운,101.4,202206,11,55000,11,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,퀸덤1차아인슈타인타운,117.27,202206,17,65000,10,2009,명지오션시티11로 51
부산광역시 강서구 명지동,30-Nov,3230,11,퀸덤1차에디슨타운,144.5,202206,15,78000,5,2009,명지오션시티10로 17
부산광역시 강서구 지사동,1185-1,1185,1,지사과학삼정그린코아,75.2397,202206,4,21000,17,2017,과학산단2로20번길 91
부산광역시 강서구 지사동,1185-1,1185,1,지사과학삼정그린코아,59.9971,202206,8,18000,24,2017,과학산단2로20번길 91
부산광역시 강서구 지사동,1185-1,1185,1,지사과학삼정그린코아,59.9806,202206,9,17000,22,2017,과학산단2로20번길 91
부산광역시 강서구 지사동,1185-1,1185,1,지사과학삼정그린코아,59.9971,202206,10,18500,22,2017,과학산단2로20번길 91
부산광역시 강서구 지사동,1185-1,1185,1,지사과학삼정그린코아,59.9561,202206,23,17350,17,2017,과학산단2로20번길 91
부산광역시 강서구 지사동,1184-1,1184,1,지사금강펜테리움,59.9875,202206,2,16000,5,2013,과학산단2로20번길 69
부산광역시 강서구 지사동,1184-1,1184,1,지사금강펜테리움,59.9843,202206,10,15300,6,2013,과학산단2로20번길 69
부산광역시 강서구 지사동,1184-1,1184,1,지사금강펜테리움,59.9875,202206,14,16000,6,2013,과학산단2로20번길 69
부산광역시 강서구 지사동,1184-1,1184,1,지사금강펜테리움,59.9875,202206,15,16500,5,2013,과학산단2로20번길 69
부산광역시 강서구 지사동,1184-1,1184,1,지사금강펜테리움,59.9843,202206,15,14900,4,2013,과학산단2로20번길 69
부산광역시 강서구 지사동,1184-1,1184,1,지사금강펜테리움,59.9843,202206,15,14900,4,2013,과학산단2로20번길 69
부산광역시 강서구 지사동,1184-1,1184,1,지사금강펜테리움,59.9875,202206,18,16400,6,2013,과학산단2로20번길 69
부산광역시 강서구 지사동,1184-1,1184,1,지사금강펜테리움,59.9875,202206,21,15900,8,2013,과학산단2로20번길 69
부산광역시 강서구 지사동,1184-1,1184,1,지사금강펜테리움,59.9372,202206,24,16000,9,2013,과학산단2로20번길 69
부산광역시 강서구 지사동,1186,1186,0,협성·DS엘리시안,59.9328,202206,8,17200,5,2015,과학산단로306번길 10
부산광역시 강서구 지사동,1186,1186,0,협성·DS엘리시안,68.1307,202206,13,20000,16,2015,과학산단로306번길 10
부산광역시 강서구 지사동,1186,1186,0,협성·DS엘리시안,59.9931,202206,14,17500,23,2015,과학산단로306번길 10
부산광역시 강서구 지사동,1186,1186,0,협성·DS엘리시안,59.9588,202206,27,17500,10,2015,과학산단로306번길 10
부산광역시 금정구 구서동,415-20,415,20,경희빌리지,84.81,202206,7,26700,2,2004,수림로50번길 130
부산광역시 금정구 구서동,183-2,183,2,구서 협성 엠파이어,84.9844,202206,22,43000,3,2013,중앙대로 1920
부산광역시 금정구 구서동,1074,1074,0,구서SKVIEW1단지,114.165,202206,9,104000,5,2016,금샘로246번길 18
부산광역시 금정구 구서동,1070,1070,0,구서SKVIEW2단지,74.8487,202206,9,49000,1,2016,금샘로245번길 11
부산광역시 금정구 구서동,681,681,0,구서다움,75.9102,202206,14,29800,3,2013,금샘로 266
부산광역시 금정구 구서동,1051,1051,0,구서동롯데캐슬골드1단지(1051),59.81,202206,13,48000,6,2006,금강로 502
부산광역시 금정구 구서동,1053,1053,0,구서동쌍용예가1단지,157.7983,202206,11,99000,8,2010,금샘로 261
부산광역시 금정구 구서동,420-17,420,17,구서벽산메가트리움,84.544,202206,8,29400,22,2004,부곡온천천로 206
부산광역시 금정구 구서동,165-1,165,1,구서신동아,84.81,202206,6,31500,2,1997,중앙대로1929번길 48-1
부산광역시 금정구 구서동,563-40,563,40,금강부광,84.8,202206,1,20700,1,1997,금샘로229번길 29
부산광역시 금정구 구서동,413-2,413,2,대보드림채,70.5643,202206,24,30000,3,2018,수림로72번길 160
부산광역시 금정구 구서동,415-14,415,14,덕인센추리온,84.93,202206,23,30000,7,2004,금정로233번길 19
부산광역시 금정구 구서동,248-31,248,31,삼성파크,57.42,202206,2,16000,3,1984,중앙대로1873번길 48
부산광역시 금정구 구서동,420-12,420,12,유림노르웨이아침,84.21,202206,24,31000,9,2004,중앙대로 1799
부산광역시 금정구 구서동,203-24,203,24,태성캐슬,69.51,202206,7,32000,11,2018,중앙대로1901번길 53
부산광역시 금정구 구서동,415-8,415,8,한진스카이,84.62,202206,7,31850,9,2010,금정로233번길 21
부산광역시 금정구 금사동,29-3,29,3,LG스카이빌,54.24,202206,15,8800,-1,2004,서금로 124
부산광역시 금정구 금사동,565,565,0,삼한사랑채,44.5526,202206,5,15000,9,2015,서금로 115
부산광역시 금정구 금사동,565,565,0,삼한사랑채,44.5526,202206,5,15000,9,2015,서금로 115
부산광역시 금정구 금사동,565,565,0,삼한사랑채,44.5526,202206,11,15800,7,2015,서금로 115
부산광역시 금정구 금사동,565,565,0,삼한사랑채,44.5526,202206,11,15800,7,2015,서금로 115
부산광역시 금정구 금사동,565,565,0,삼한사랑채,44.5526,202206,15,15900,12,2015,서금로 115
부산광역시 금정구 남산동,388-1,388,1,국제그린파크,84.75,202206,3,22700,6,1992,벅구산로 7
부산광역시 금정구 남산동,23-2,23,2,남산동신화하니엘,74.43,202206,7,26000,7,2014,중앙대로 2100-1
부산광역시 금정구 남산동,61,61,0,남산하이츠타운,59.95,202206,13,20000,4,1997,중앙대로1985번길 32-6
부산광역시 금정구 남산동,61,61,0,남산하이츠타운,84.95,202206,18,31000,11,1997,중앙대로1985번길 32-6
부산광역시 금정구 남산동,61,61,0,남산하이츠타운,59.95,202206,27,19500,1,1997,중앙대로1985번길 32-6
부산광역시 금정구 남산동,61,61,0,남산하이츠타운,84.57,202206,27,32000,1,1997,중앙대로1985번길 32-6
부산광역시 금정구 남산동,115-30,115,30,럭키남산,83.52,202206,4,34000,9,1991,남산로37번길 52
부산광역시 금정구 남산동,115-30,115,30,럭키남산,83.52,202206,11,30150,1,1991,남산로37번길 52
부산광역시 금정구 남산동,265-37,265,37,미화,84.38,202206,29,13700,1,1992,금단로 156
부산광역시 금정구 남산동,Aug-35,35,8,삼성,49.14,202206,27,13900,6,1992,금단로 136
부산광역시 금정구 남산동,Jan-48,48,1,지성캐슬,48.118,202206,6,16250,13,2015,중앙대로 2089-11
부산광역시 금정구 부곡동,244-7,244,7,대우,114.996,202206,15,73500,20,1999,부산대학로 10
부산광역시 금정구 부곡동,970,970,0,부곡롯데캐슬디아망,84.9445,202206,2,50000,3,2010,동부곡로15번길 76
부산광역시 금정구 부곡동,297-1,297,1,부산대역삼정그린코아스카이동,19.577,202206,2,9250,13,2013,중앙대로 1616
부산광역시 금정구 부곡동,09-09,9,9,신한탑스빌,84.48,202206,4,17700,4,2002,중앙대로1778번길 57
부산광역시 금정구 부곡동,235-5,235,5,우신뉴타운,84.87,202206,2,44000,4,1995,중앙대로1667번길 8
부산광역시 금정구 부곡동,974,974,0,장전서희스타힐스,84.6628,202206,12,63000,14,2017,부곡온천천로 170
부산광역시 금정구 부곡동,64-23,64,23,퀸즈더블유장전역,65.2675,202206,15,36300,9,2017,부곡온천천로 190
부산광역시 금정구 부곡동,403-9,403,9,한보타운,70.02,202206,21,16000,1,2007,동부곡로15번길 110
부산광역시 금정구 부곡동,364-15,364,15,현대,84.845,202206,4,18600,10,1989,동부곡로27번길 85
부산광역시 금정구 서동,207-3,207,3,(207-3),45.9,202206,10,16200,10,2017,서동로 193-18
부산광역시 금정구 서동,195-15,195,15,서동다성이룸,33.77,202206,22,14250,8,2018,서동로 159-7
부산광역시 금정구 서동,64,64,0,서동아신,59.96,202206,2,13200,9,1996,서금로67번길 34
부산광역시 금정구 서동,64,64,0,서동아신,59.96,202206,25,13100,5,1996,서금로67번길 34
부산광역시 금정구 장전동,732,732,0,금정산쌍용예가,84.9468,202206,7,56000,7,2012,금강로379번길 50
부산광역시 금정구 장전동,651-31,651,31,드림아트온,46.5371,202206,11,19650,10,2017,식물원로9번길 26
부산광역시 금정구 장전동,651-31,651,31,드림아트온,46.5371,202206,14,20700,15,2017,식물원로9번길 26
부산광역시 금정구 장전동,745,745,0,래미안장전,37.2211,202206,2,34000,9,2017,금정로 20
부산광역시 금정구 장전동,745,745,0,래미안장전,37.2211,202206,13,33000,9,2017,금정로 20
부산광역시 금정구 장전동,745,745,0,래미안장전,37.2211,202206,16,34000,14,2017,금정로 20
부산광역시 금정구 장전동,717,717,0,벽산블루밍장전디자인시티2단지,84.99,202206,16,58700,8,2012,금강로 225
부산광역시 금정구 장전동,607-9,607,9,새온천,68.69,202206,10,16000,1,1977,식물원로17번길 25
부산광역시 금정구 장전동,227-5,227,5,선경에이스하임,63.8,202206,4,19800,9,2003,금정로 136
부산광역시 금정구 장전동,652-30,652,30,용진노블레스,84.9,202206,17,26500,15,2003,온천장로 147
부산광역시 금정구 장전동,581,581,0,장전경보,157.04,202206,2,37000,23,1997,식물원로75번길 33
부산광역시 금정구 장전동,581,581,0,장전경보,123.64,202206,20,40000,3,1997,식물원로75번길 33
부산광역시 금정구 장전동,713,713,0,장전동금정산SKVIEW,84.997,202206,1,75000,5,2010,식물원로 64
부산광역시 금정구 장전동,713,713,0,장전동금정산SKVIEW,127.62,202206,1,90000,1,2010,식물원로 64
부산광역시 금정구 장전동,74-77,74,77,장전현대,75.42,202206,18,17600,9,2006,수림로 107
부산광역시 금정구 장전동,269-3,269,3,현대2,59.94,202206,16,22000,4,1998,금강로279번길 61
부산광역시 금정구 청룡동,350,350,0,경동,84.62,202206,20,30000,5,1997,청룡예전로 74
부산광역시 금정구 청룡동,Jul-45,45,7,골든팰리스-더파크,49.8157,202206,11,23000,12,2017,청룡로 38
부산광역시 금정구 청룡동,Feb-45,45,2,금정더유엘프리미어,63.8,202206,21,31035,18,2022,청룡로 42
부산광역시 금정구 청룡동,Apr-33,33,4,동산오챠드힐,69.51,202206,15,18900,11,2002,청룡예전로 17
부산광역시 금정구 청룡동,30-7,30,7,지성캐슬,61.1272,202206,3,25700,2,2017,팔송로18번길 52
부산광역시 금정구 청룡동,30-7,30,7,지성캐슬,61.1272,202206,17,26000,9,2017,팔송로18번길 52
부산광역시 금정구 청룡동,44-13,44,13,해뜰채,46.63,202206,27,18800,9,2015,청룡로 26
부산광역시 금정구 청룡동,07-09,7,9,화신골든맨션,84.97,202206,9,17200,2,1993,금정도서관로 13
부산광역시 기장군 기장읍 교리,343-1,343,1,가화만사성,59.9869,202206,7,21300,8,2004,차성동로 167-10
부산광역시 기장군 기장읍 교리,160-2,160,2,리츠빌리지,77.1024,202206,28,21000,2,2014,차성로365번길 63
부산광역시 기장군 기장읍 교리,65,65,0,문화그린맨션,84.135,202206,11,20200,11,1993,차성로417번길 21
부산광역시 기장군 기장읍 교리,65,65,0,문화그린맨션,84.135,202206,11,20200,11,1993,차성로417번길 21
부산광역시 기장군 기장읍 교리,268,268,0,부전타워,84.505,202206,11,17600,4,1992,차성동로172번길 15
부산광역시 기장군 기장읍 교리,360-2,360,2,원재아트빌,84.84,202206,16,15700,7,2002,차성동로178번길 22
부산광역시 기장군 기장읍 교리,2,2,0,이진캐스빌블루1차,84.9753,202206,4,45000,2,2011,차성로 461
부산광역시 기장군 기장읍 교리,2,2,0,이진캐스빌블루1차,84.9753,202206,11,47500,9,2011,차성로 461
부산광역시 기장군 기장읍 교리,2,2,0,이진캐스빌블루1차,84.9005,202206,11,47500,15,2011,차성로 461
부산광역시 기장군 기장읍 교리,361-1,361,1,전원그린맨션B동,59.64,202206,28,12700,6,1993,차성동로154번길 28
부산광역시 기장군 기장읍 대라리,643-1,643,1,가화랜드빌5차,53.3253,202206,15,15000,12,2007,차성서로 61-15
부산광역시 기장군 기장읍 대라리,126-2,126,2,담덕기장센텀,48.54,202206,12,14100,6,2014,차성동로45번길 31
부산광역시 기장군 기장읍 대라리,128-11,128,11,대라주공,39.72,202206,9,16900,4,1985,대청로35번길 49
부산광역시 기장군 기장읍 대라리,85,85,0,동부산렉슬,57.6,202206,3,17400,6,2017,차성동로45번길 1
부산광역시 기장군 기장읍 대라리,925,925,0,씨엘늘채움,78.0341,202206,20,21500,6,2007,차성남로 8-18
부산광역시 기장군 기장읍 대라리,925,925,0,씨엘늘채움,78.0341,202206,25,21300,4,2007,차성남로 8-18
부산광역시 기장군 기장읍 대라리,Aug-94,94,8,에코하임기장,49.2452,202206,17,16800,8,2017,차성남로89번길 4
부산광역시 기장군 기장읍 대라리,240,240,0,이진캐스빌,49.2,202206,4,14500,1,2003,차성서로 51
부산광역시 기장군 기장읍 대라리,1024,1024,0,한평드림빌,84.78,202206,7,16800,4,2003,차성남로35번길 3
부산광역시 기장군 기장읍 대라리,167-13,167,13,황중베르빌,70.84,202206,13,14000,9,2002,차성로216번길 19
부산광역시 기장군 기장읍 대변리,647,647,0,경보그랜드비치,59.9295,202206,16,29300,13,2018,무양2길 17-7
부산광역시 기장군 기장읍 대변리,647,647,0,경보그랜드비치,84.7205,202206,19,36500,9,2018,무양2길 17-7
부산광역시 기장군 기장읍 동부리,377-2,377,2,동산백조,71.61,202206,10,13500,2,1991,차성동로142번길 12-8
부산광역시 기장군 기장읍 동부리,364-2,364,2,부산기장포스코더샵,84.9056,202206,3,35000,20,2004,차성동로116번길 12
부산광역시 기장군 기장읍 동부리,155-13,155,13,유한빌라,68.51,202206,7,7500,4,1991,차성로334번길 29
부산광역시 기장군 기장읍 동부리,333,333,0,이진스카이빌,59.97,202206,18,18000,18,2004,차성서로 158-12
부산광역시 기장군 기장읍 동부리,151-5,151,5,한신,59.85,202206,11,24000,20,1995,차성로344번길 13
부산광역시 기장군 기장읍 동부리,151-5,151,5,한신,84.985,202206,28,31000,13,1995,차성로344번길 13
부산광역시 기장군 기장읍 서부리,101,101,0,서부주공,46.2,202206,2,17800,8,2001,차성서로 123
부산광역시 기장군 기장읍 서부리,402,402,0,이진테마빌,59.0604,202206,25,14000,6,2000,배산로8번길 51
부산광역시 기장군 기장읍 서부리,402,402,0,이진테마빌,59.0604,202206,27,15000,11,2000,배산로8번길 51
부산광역시 기장군 기장읍 청강리,258,258,0,씨앤스타빌,47.28,202206,13,12500,14,2014,기장대로 470
부산광역시 기장군 기장읍 청강리,258,258,0,씨앤스타빌,47.28,202206,14,12500,14,2014,기장대로 470
부산광역시 기장군 기장읍 청강리,258,258,0,씨앤스타빌,49.96,202206,28,12400,10,2014,기장대로 470
부산광역시 기장군 기장읍 청강리,144,144,0,우신네오빌,84.9888,202206,9,29500,14,2003,청강로 76
부산광역시 기장군 기장읍 청강리,18-2,18,2,현대,59.95,202206,2,26500,13,1993,기장대로 563
부산광역시 기장군 일광읍 삼성리,773,773,0,e편한세상일광,84.9868,202206,11,67000,16,2020,해빛2로 21
부산광역시 기장군 일광읍 삼성리,Apr-36,36,4,삼양비치빌라.활어센타,76.05,202206,30,12000,5,1995,6
부산광역시 기장군 일광읍 삼성리,746,746,0,이지더원1차오션포레,59.6231,202206,16,49500,20,2020,해빛4로 1
부산광역시 기장군 일광읍 삼성리,820,820,0,일광신도시비스타동원1차,96.1765,202206,10,65500,5,2020,해빛2로 24
부산광역시 기장군 일광읍 이천리,921-1,921,1,가화일광타워,59.8905,202206,23,34700,19,2011,37
부산광역시 기장군 일광읍 이천리,764-4,764,4,정도한스빌,54.562,202206,7,11500,2,2014,23
부산광역시 기장군 일광읍 이천리,764-4,764,4,정도한스빌,54.562,202206,13,15600,6,2014,23
부산광역시 기장군 일광읍 이천리,764-4,764,4,정도한스빌,54.562,202206,21,15100,11,2014,23
부산광역시 기장군 정관읍 달산리,141-3,141,3,대우아파트,49.86,202206,14,11300,3,1994, 750-8
부산광역시 기장군 정관읍 달산리,1207,1207,0,정관1차동원로얄듀크,59.997,202206,9,26800,10,2013,139
부산광역시 기장군 정관읍 달산리,1207,1207,0,정관1차동원로얄듀크,79.6089,202206,18,36000,20,2013,139
부산광역시 기장군 정관읍 달산리,1207,1207,0,정관1차동원로얄듀크,79.6089,202206,30,34500,1,2013,139
부산광역시 기장군 정관읍 달산리,1199,1199,0,정관센트럴파크,59.83,202206,9,23000,4,2009,10
부산광역시 기장군 정관읍 달산리,1199,1199,0,정관센트럴파크,59.83,202206,9,25250,7,2009,10
부산광역시 기장군 정관읍 달산리,1199,1199,0,정관센트럴파크,59.81,202206,23,25000,14,2009,10
부산광역시 기장군 정관읍 모전리,728,728,0,동일스위트3차,75.5781,202206,14,30500,6,2014,9
부산광역시 기장군 정관읍 모전리,723,723,0,이지더원,84.8834,202206,8,30000,1,2011,18
부산광역시 기장군 정관읍 모전리,723,723,0,이지더원,84.7808,202206,18,31000,4,2011,18
부산광역시 기장군 정관읍 모전리,723,723,0,이지더원,84.7808,202206,20,31000,17,2011,18
부산광역시 기장군 정관읍 모전리,735,735,0,이지더원2차,84.9644,202206,10,29000,1,2012,9
부산광역시 기장군 정관읍 모전리,735,735,0,이지더원2차,59.8935,202206,13,24900,15,2012,9
부산광역시 기장군 정관읍 모전리,730,730,0,이지더원3차,74.1653,202206,11,32900,11,2015,정관로 350
부산광역시 기장군 정관읍 모전리,776,776,0,정관동일스위트2차,84.9864,202206,1,34000,12,2013,23
부산광역시 기장군 정관읍 모전리,776,776,0,정관동일스위트2차,59.9337,202206,4,24700,18,2013,23
부산광역시 기장군 정관읍 모전리,776,776,0,정관동일스위트2차,84.9803,202206,8,33800,13,2013,23
부산광역시 기장군 정관읍 모전리,776,776,0,정관동일스위트2차,84.9803,202206,8,34500,13,2013,23
부산광역시 기장군 정관읍 모전리,776,776,0,정관동일스위트2차,84.9864,202206,14,36500,13,2013,23
부산광역시 기장군 정관읍 모전리,755,755,0,정관현진에버빌,116.024,202206,3,44000,3,2009,40
부산광역시 기장군 정관읍 방곡리,378,378,0,부산정관지구이지더원5차아파트,68.414,202206,11,25800,3,2015,방곡로 29
부산광역시 기장군 정관읍 방곡리,378,378,0,부산정관지구이지더원5차아파트,68.414,202206,14,25700,4,2015,방곡로 29
부산광역시 기장군 정관읍 방곡리,378,378,0,부산정관지구이지더원5차아파트,68.414,202206,15,28000,11,2015,방곡로 29
부산광역시 기장군 정관읍 방곡리,378,378,0,부산정관지구이지더원5차아파트,68.414,202206,29,27000,2,2015,방곡로 29
부산광역시 기장군 정관읍 방곡리,385,385,0,서희스타힐스,59.83,202206,4,22800,6,2011,11
부산광역시 기장군 정관읍 방곡리,385,385,0,서희스타힐스,84.73,202206,4,30800,8,2011,11
부산광역시 기장군 정관읍 방곡리,385,385,0,서희스타힐스,84.53,202206,6,31300,7,2011,11
부산광역시 기장군 정관읍 방곡리,385,385,0,서희스타힐스,84.73,202206,19,30500,14,2011,11
부산광역시 기장군 정관읍 방곡리,407,407,0,정관가화만사성더테라스1차,60.1758,202206,11,29500,4,2017,구연방곡로 120
부산광역시 기장군 정관읍 방곡리,407,407,0,정관가화만사성더테라스1차,84.9623,202206,12,46000,5,2017,구연방곡로 120
부산광역시 기장군 정관읍 방곡리,407,407,0,정관가화만사성더테라스1차,60.1758,202206,14,30000,4,2017,구연방곡로 120
부산광역시 기장군 정관읍 방곡리,407,407,0,정관가화만사성더테라스1차,60.1758,202206,22,28500,2,2017,구연방곡로 120
부산광역시 기장군 정관읍 용수리,1387,1387,0,정관동일스위트1차,59.8302,202206,8,24500,1,2012,24
부산광역시 기장군 정관읍 용수리,1387,1387,0,정관동일스위트1차,59.6502,202206,10,25000,3,2012,24
부산광역시 기장군 정관읍 용수리,1387,1387,0,정관동일스위트1차,59.6502,202206,11,24000,2,2012,24
부산광역시 기장군 정관읍 용수리,1387,1387,0,정관동일스위트1차,84.9971,202206,13,39000,7,2012,24
부산광역시 기장군 정관읍 용수리,1387,1387,0,정관동일스위트1차,59.8245,202206,19,27100,12,2012,24
부산광역시 기장군 정관읍 용수리,1387,1387,0,정관동일스위트1차,84.8734,202206,30,34700,5,2012,24
부산광역시 기장군 정관읍 용수리,1330,1330,0,정관신도시계룡리슈빌,103.41,202206,13,45000,16,2008,513
부산광역시 기장군 정관읍 용수리,1364,1364,0,정관신도시롯데캐슬,123.35,202206,11,48400,7,2008,52
부산광역시 기장군 정관읍 용수리,1279,1279,0,정관이진캐스빌2차,84.7894,202206,22,37800,9,2017,가동3로 19
부산광역시 기장군 정관읍 용수리,1279,1279,0,정관이진캐스빌2차,84.7894,202206,23,39500,5,2017,가동3로 19
부산광역시 기장군 정관읍 용수리,1275,1275,0,정관풀리페,59.8986,202206,10,25500,7,2016,정관5로 144
부산광역시 기장군 정관읍 용수리,1275,1275,0,정관풀리페,59.8986,202206,16,26000,5,2016,정관5로 144
부산광역시 기장군 정관읍 용수리,1275,1275,0,정관풀리페,59.8986,202206,22,24700,2,2016,정관5로 144
부산광역시 기장군 정관읍 용수리,1318,1318,0,정관협성르네상스타운,101.316,202206,4,51500,14,2013,68
부산광역시 기장군 정관읍 용수리,1318,1318,0,정관협성르네상스타운,103.0027,202206,17,54000,5,2013,68
부산광역시 기장군 철마면 고촌리,684,684,0,고촌센트럴아파트,84.95,202206,8,35000,8,2014,고촌로 11
부산광역시 남구 감만동,225-2,225,2,감만현대1차,84.99,202206,20,26500,8,1996,우암로2번길 5
부산광역시 남구 감만동,225-2,225,2,감만현대1차,59.92,202206,21,20400,5,1996,우암로2번길 5
부산광역시 남구 감만동,73-212,73,212,동일스위트,59.9925,202206,1,23000,10,2005,우암로104번길 29
부산광역시 남구 감만동,245,245,0,삼화,71.57,202206,8,12200,2,1979,양지골로55번길 13
부산광역시 남구 감만동,243-1,243,1,성도맨션,45.59,202206,4,6900,2,1981,양지골로55번길 1
부산광역시 남구 감만동,31-3,31,3,우암자유5,38.45,202206,4,14600,4,1996,양지골로 358
부산광역시 남구 감만동,31-3,31,3,우암자유5,38.45,202206,12,15300,19,1996,양지골로 358
부산광역시 남구 감만동,189-77,189,77,유창1,48.18,202206,29,7800,5,1991,양지골로 152
부산광역시 남구 감만동,189-78,189,78,유창그린2차,84.99,202206,11,26250,17,2012,양지골로 134
부산광역시 남구 감만동,189-78,189,78,유창그린2차,108.73,202206,15,20000,5,2012,양지골로 134
부산광역시 남구 감만동,Feb-44,44,2,하얏트,68.139,202206,4,18300,15,1995,전선등로 31
부산광역시 남구 감만동,3-320,3,320,한림맨션,53.91,202206,21,10700,3,1984,양지골로 276
부산광역시 남구 감만동,498-2,498,2,현대2,74.01,202206,20,23300,10,1996,신선로 165
부산광역시 남구 대연동,252-1,252,1,경동메르빌,84.9302,202206,13,43500,14,2005,황령대로319번길 26
부산광역시 남구 대연동,892-10,892,10,대성아파트,60.96,202206,10,15250,2,1978,유엔로 127-2
부산광역시 남구 대연동,72-23,72,23,대승타워,33.1,202206,21,9850,17,1998,수영로 304
부산광역시 남구 대연동,1909,1909,0,대연SKVIEWHills(2단지),19.8197,202206,2,12000,4,2019,수영로 261
부산광역시 남구 대연동,1909,1909,0,대연SKVIEWHills(2단지),19.8197,202206,3,13700,10,2019,수영로 261
부산광역시 남구 대연동,282-1,282,1,대연극동StarClass,59.73,202206,13,24500,16,2002,진남로36번길 50
부산광역시 남구 대연동,282-1,282,1,대연극동StarClass,59.73,202206,17,26500,18,2002,진남로36번길 50
부산광역시 남구 대연동,Feb-74,74,2,대연동동일스위트,31.8492,202206,7,11000,17,2004,수영로 294
부산광역시 남구 대연동,Feb-74,74,2,대연동동일스위트,31.8492,202206,25,9300,10,2004,수영로 294
