시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
서울특별시 강북구 번동,139,139,0,해모로아파트,127.25,202205,26,"80,000",10,2003,오현로 156,,중개거래,서울 동대문구
서울특별시 강북구 번동,418-3,418,3,효성인텔리안,71.05,202204,26,"52,500",16,2005,도봉로 352,,중개거래,서울 강북구
서울특별시 강북구 번동,148-490,148,490,훼밀리힐,59.16,202202,9,"40,300",7,1996,오현로 141,,중개거래,서울 동대문구
서울특별시 강북구 수유동,274-3,274,3,FIRSTVIEW,47.67,202204,15,"30,000",7,2010,삼양로130길 9-21,,중개거래,서울 강북구
서울특별시 강북구 수유동,553-61,553,61,극동,84.99,202203,2,"62,500",11,1992,인수봉로72길 4,,중개거래,"서울 강북구, 서울 성북구"
서울특별시 강북구 수유동,553-61,553,61,극동,84.99,202203,18,"60,500",5,1992,인수봉로72길 4,,중개거래,서울 강북구
서울특별시 강북구 수유동,730,730,0,래미안수유,84.993,202201,10,"84,500",14,2001,한천로159길 8,,중개거래,서울 강북구
서울특별시 강북구 수유동,730,730,0,래미안수유,114.78,202206,7,"86,000",3,2001,한천로159길 8,,직거래,-
서울특별시 강북구 수유동,734,734,0,북한산네이처파크,59.67,202203,8,"49,000",6,2015,4.19로9길 17,,직거래,-
서울특별시 강북구 수유동,734,734,0,북한산네이처파크,55.8,202204,8,"43,800",3,2015,4.19로9길 17,,직거래,-
서울특별시 강북구 수유동,50-82,50,82,성덕,62.91,202201,22,"37,000",6,2003,수유로12길 43,,중개거래,서울 강북구
서울특별시 강북구 수유동,403-17,403,17,세영,45.39,202205,2,"14,500",1,2008,삼양로 366,,직거래,-
서울특별시 강북구 수유동,279-74,279,74,수유다우아트리체,14.86,202204,6,"14,500",7,2018,한천로 1174,,중개거래,서울 강북구
서울특별시 강북구 수유동,205,205,0,수유벽산1차,84.95,202201,17,"74,000",11,1993,삼각산로 143-1,,중개거래,서울 강북구
서울특별시 강북구 수유동,205,205,0,수유벽산1차,84.95,202204,7,"76,500",6,1993,삼각산로 143-1,,중개거래,"서울 강북구, 서울 도봉구"
서울특별시 강북구 수유동,205,205,0,수유벽산1차,84.95,202204,22,"79,000",6,1993,삼각산로 143-1,,중개거래,서울 강북구
서울특별시 강북구 수유동,205,205,0,수유벽산1차,63.78,202205,11,"63,000",15,1993,삼각산로 143-1,,중개거래,서울 강북구
서울특별시 강북구 수유동,205,205,0,수유벽산1차,122.58,202205,21,"86,000",8,1993,삼각산로 143-1,,중개거래,서울 강북구
서울특별시 강북구 수유동,205,205,0,수유벽산1차,122.58,202205,28,"88,000",6,1993,삼각산로 143-1,,중개거래,서울 강북구
서울특별시 강북구 수유동,648,648,0,수유벽산2차,57.46,202201,10,"46,000",3,1994,삼각산로 143-1,,중개거래,서울 강북구
서울특별시 강북구 수유동,648,648,0,수유벽산2차,114.24,202203,21,"69,750",11,1994,삼각산로 143-1,,중개거래,서울 강북구
서울특별시 강북구 수유동,63,63,0,수유삼호,74.48,202205,22,"52,800",8,1998,도봉로 261,,중개거래,서울 강북구
서울특별시 강북구 수유동,733,733,0,수유역하이씨티,12.01,202201,11,"10,700",11,2014,도봉로71가길 16,,직거래,-
서울특별시 강북구 수유동,733,733,0,수유역하이씨티,12.33,202202,22,"9,000",5,2014,도봉로71가길 16,,중개거래,서울 강북구
서울특별시 강북구 수유동,733,733,0,수유역하이씨티,12.01,202204,15,"10,700",8,2014,도봉로71가길 16,,직거래,-
서울특별시 강북구 수유동,733,733,0,수유역하이씨티,12.02,202205,18,"10,000",6,2014,도봉로71가길 16,,중개거래,서울 강북구
서울특별시 강북구 수유동,Aug-48,48,8,수유프리미어엠,15.13,202201,20,"10,100",7,2016,덕릉로 76,,중개거래,서울 강북구
서울특별시 강북구 수유동,Aug-48,48,8,수유프리미어엠,19,202202,22,"11,000",4,2016,덕릉로 76,,중개거래,서울 강북구
서울특별시 강북구 수유동,223-7,223,7,예도팔라티움,13.47,202202,11,"17,800",8,2020,노해로 34,,중개거래,서울 강북구
서울특별시 강북구 수유동,223-7,223,7,예도팔라티움,13.47,202203,23,"18,000",13,2020,노해로 34,,직거래,-
서울특별시 강북구 수유동,223-7,223,7,예도팔라티움,13.47,202204,26,"19,000",10,2020,노해로 34,,직거래,-
서울특별시 강북구 수유동,229-50,229,50,우암센스뷰,84.83,202204,8,"55,000",4,2005,노해로8길 16,,중개거래,서울 강북구
서울특별시 강북구 수유동,282-20,282,20,정원,37.16,202201,20,"15,000",5,2006,4.19로1길 33,20220217,직거래,-
서울특별시 강북구 수유동,282-20,282,20,정원,37.16,202201,20,"13,000",5,2006,4.19로1길 33,20220218,직거래,-
서울특별시 강북구 수유동,52-30,52,30,태솔에버빌,84.67,202203,23,"44,000",4,2008,삼양로80길 55,,중개거래,서울 강북구
서울특별시 강북구 수유동,461-13,461,13,화계맨숀,58.51,202206,11,"20,000",5,1975,덕릉로 12,,중개거래,서울 강북구
서울특별시 강북구 우이동,342,342,0,대우,84.93,202203,28,"74,500",2,2000,삼양로149길 45,,중개거래,"서울 강북구, 서울 도봉구"
서울특별시 강북구 우이동,342,342,0,대우,84.93,202204,12,"68,700",1,2000,삼양로149길 45,,중개거래,"서울 강북구, 서울 용산구"
서울특별시 강북구 우이동,342,342,0,대우,59.94,202204,26,"62,900",4,2000,삼양로149길 45,,중개거래,서울 강북구
서울특별시 강북구 우이동,175,175,0,북한산굿모닝,77.71,202206,1,"42,700",5,2003,삼양로171길 21,,중개거래,"서울 강북구, 서울 도봉구"
서울특별시 강북구 우이동,340,340,0,성원그린(103동),84.77,202204,21,"54,500",1,1995,삼양로139가길 45,,중개거래,서울 강북구
서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),49.56,202204,6,"90,000",11,1992,허준로 47,,중개거래,서울 강서구
서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),34.44,202205,5,"63,000",8,1992,허준로 47,,중개거래,서울 강서구
서울특별시 강서구 가양동,1485,1485,0,가양6단지,49.5,202203,23,"90,000",10,1992,허준로 175,,중개거래,서울 강서구
서울특별시 강서구 가양동,1485,1485,0,가양6단지,49.5,202204,19,"91,500",12,1992,허준로 175,,중개거래,서울 강서구
서울특별시 강서구 가양동,1485,1485,0,가양6단지,58.65,202204,20,"99,200",7,1992,허준로 175,,중개거래,서울 강서구
서울특별시 강서구 가양동,1485,1485,0,가양6단지,49.5,202205,17,"91,500",4,1992,허준로 175,,중개거래,서울 강서구
서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,39.6,202202,11,"70,000",12,1993,허준로 234,,중개거래,서울 강서구
서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,34.44,202202,26,"58,500",2,1993,허준로 234,,중개거래,서울 강서구
서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,39.6,202204,8,"62,000",12,1993,허준로 234,,중개거래,경기 안양만안구
서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,34.44,202204,15,"59,000",15,1993,허준로 234,,중개거래,서울 강서구
서울특별시 강서구 가양동,14-3,14,3,가양우성,84.85,202203,21,"114,000",6,1990,양천로 489,,중개거래,서울 강서구
서울특별시 강서구 가양동,14-3,14,3,가양우성,84.87,202206,2,"100,000",10,1990,양천로 489,,중개거래,인천 강화군
서울특별시 강서구 가양동,1475,1475,0,강변,34.44,202201,5,"66,000",5,1992,허준로 139,,중개거래,서울 강서구
서울특별시 강서구 가양동,1475,1475,0,강변,39.6,202202,3,"80,000",9,1992,허준로 139,,중개거래,서울 강서구
서울특별시 강서구 가양동,1500,1500,0,강서한강자이,98.9994,202205,5,"148,000",2,2013,양천로55길 55,,중개거래,서울 강서구
서울특별시 강서구 가양동,448-10,448,10,보광드림타운,84.22,202205,24,"58,000",1,2003,화곡로72길 56,,직거래,-
서울특별시 강서구 가양동,448-9,448,9,빛고을우방,59.97,202204,30,"78,000",6,1999,양천로 521,,중개거래,서울 강서구
서울특별시 강서구 가양동,448-9,448,9,빛고을우방,59.97,202205,29,"75,000",9,1999,양천로 521,,중개거래,서울 강서구
서울특별시 강서구 가양동,1496,1496,0,일신건영휴먼빌,84.95,202201,27,"117,000",15,2004,강서로 490,,중개거래,서울 강서구
서울특별시 강서구 가양동,1495,1495,0,한보구암마을,59.22,202201,26,"76,000",6,1999,허준로 76,,중개거래,서울 강서구
서울특별시 강서구 가양동,1495,1495,0,한보구암마을,84.39,202202,15,"59,800",8,1999,허준로 76,,직거래,-
서울특별시 강서구 공항동,1374,1374,0,공항동부센트레빌,84.99,202201,22,"87,500",2,2009,남부순환로 11,,중개거래,서울 강서구
서울특별시 강서구 공항동,1374,1374,0,공항동부센트레빌,84.99,202204,17,"95,300",11,2009,남부순환로 11,,중개거래,서울 강서구
서울특별시 강서구 내발산동,717-20,717,20,강성레스빌,84.762,202202,26,"69,800",4,2005,강서로45라길 52,,중개거래,"서울 강서구, 서울 양천구"
서울특별시 강서구 내발산동,716-16,716,16,그린씨티,81.799,202202,12,"66,000",3,2004,강서로47라길 79,,중개거래,서울 강서구
서울특별시 강서구 내발산동,716-16,716,16,그린씨티,84.577,202204,2,"66,000",3,2004,강서로47라길 79,,중개거래,서울 강서구
서울특별시 강서구 내발산동,716-16,716,16,그린씨티,44.049,202205,5,"37,000",7,2004,강서로47라길 79,,중개거래,서울 강서구
서울특별시 강서구 내발산동,716-16,716,16,그린씨티,84.577,202206,10,"68,500",5,2004,강서로47라길 79,,중개거래,서울 강서구
서울특별시 강서구 내발산동,733,733,0,내발산우신웨스트빌,72.66,202204,20,"34,200",7,2005,우장산로2길 21-6,,직거래,-
서울특별시 강서구 내발산동,728,728,0,롯데1차,55.363,202205,28,"69,800",13,2002,우장산로 38,,중개거래,"경기 수원팔달구, 서울 강서구"
서울특별시 강서구 내발산동,729,729,0,롯데2,84.708,202202,23,"94,500",13,2003,우장산로 47,,중개거래,서울 강서구
서울특별시 강서구 내발산동,729,729,0,롯데2,84.708,202202,23,"93,000",9,2003,우장산로 47,,중개거래,서울 강서구
서울특별시 강서구 내발산동,741,741,0,마곡수명산파크2단지,84.82,202201,12,"124,000",6,2007,강서로47길 158,,직거래,-
서울특별시 강서구 내발산동,751,751,0,마곡수명산파크3단지,84.76,202205,11,"100,000",9,2007,수명로1길 110,,중개거래,서울 강서구
서울특별시 강서구 내발산동,751,751,0,마곡수명산파크3단지,84.53,202206,19,"118,000",7,2007,수명로1길 110,,중개거래,"서울 강서구, 서울 구로구"
서울특별시 강서구 내발산동,753,753,0,마곡수명산파크4단지,59.84,202201,29,"93,000",10,2008,수명로1길 16,,중개거래,서울 강서구
서울특별시 강서구 내발산동,753,753,0,마곡수명산파크4단지,59.84,202205,30,"85,000",6,2008,수명로1길 16,,직거래,-
서울특별시 강서구 내발산동,749,749,0,마곡수명산파크5단지,59.84,202205,7,"92,000",2,2008,수명로2길 105,,중개거래,서울 강서구
서울특별시 강서구 내발산동,756,756,0,마곡수명산파크7단지,84.53,202202,16,"95,000",4,2008,수명로2가길 22,,중개거래,서울 강서구
서울특별시 강서구 내발산동,756,756,0,마곡수명산파크7단지,84.82,202205,31,"99,000",11,2008,수명로2가길 22,,중개거래,서울 강서구
서울특별시 강서구 내발산동,708-1,708,1,문국,83.76,202205,13,"61,000",2,1998,강서로47가길 24,,중개거래,서울 강서구
서울특별시 강서구 내발산동,721-3,721,3,수산오성,77.83,202203,3,"62,500",4,2002,강서로45나길 15,,중개거래,서울 강서구
서울특별시 강서구 내발산동,671-28,671,28,우장산태승훼미리,76.87,202203,25,"56,000",3,2002,우장산로6길 8,,중개거래,서울 강서구
서울특별시 강서구 내발산동,671-28,671,28,우장산태승훼미리,76.87,202205,17,"52,000",1,2002,우장산로6길 8,,중개거래,서울 강서구
서울특별시 강서구 내발산동,657,657,0,우장산힐스테이트,84.98,202201,9,"140,000",9,2005,강서로 348,,중개거래,서울 강서구
서울특별시 강서구 내발산동,657,657,0,우장산힐스테이트,84.98,202203,29,"138,000",21,2005,강서로 348,,중개거래,서울 강서구
서울특별시 강서구 내발산동,657,657,0,우장산힐스테이트,101.87,202204,21,"160,000",3,2005,강서로 348,,중개거래,서울 강서구
서울특별시 강서구 내발산동,657,657,0,우장산힐스테이트,84.98,202206,1,"138,000",4,2005,강서로 348,,중개거래,서울 강서구
서울특별시 강서구 내발산동,672-15,672,15,원다벨라빌,84.0152,202203,5,"33,700",2,2001,우장산로6길 21,,직거래,-
서울특별시 강서구 내발산동,650-1,650,1,원당,71.69,202206,1,"46,000",4,2002,강서로52길 76,,중개거래,서울 강서구
서울특별시 강서구 내발산동,659-1,659,1,월드메르디앙,59.602,202205,31,"89,500",7,2006,공항대로42길 54-26,,중개거래,서울 강서구
서울특별시 강서구 내발산동,659-1,659,1,월드메르디앙,84.8945,202206,13,"90,000",5,2006,공항대로42길 54-26,20220622,중개거래,서울 강서구
서울특별시 강서구 내발산동,674-32,674,32,제이월드에메랄드,84.32,202205,8,"65,000",6,2002,우장산로8길 28-7,,중개거래,서울 강서구
서울특별시 강서구 내발산동,738,738,0,청솔숲속마을102동,61.68,202203,7,"74,000",9,2007,강서로46길 78,,중개거래,서울 강서구
서울특별시 강서구 내발산동,661-2,661,2,타워힐101동,84.9095,202203,24,"80,000",4,2002,공항대로42길 51-8,,중개거래,서울 강서구
서울특별시 강서구 내발산동,732,732,0,태승훼미리3차,84.46,202201,14,"62,300",2,2004,강서로45길 138,,중개거래,"서울 강서구, 서울 양천구"
서울특별시 강서구 내발산동,698-11,698,11,한서3차,72.29,202202,11,"43,700",7,2004,강서로47다길 10-6,,중개거래,서울 강서구
서울특별시 강서구 등촌동,713,713,0,대동황토방2,59.93,202202,13,"86,800",13,2003,공항대로55길 50,,중개거래,서울 강서구
서울특별시 강서구 등촌동,713,713,0,대동황토방2,80.93,202205,2,"95,000",9,2003,공항대로55길 50,,중개거래,서울 강서구
서울특별시 강서구 등촌동,561-1,561,1,대림e편한세상,96.73,202204,8,"100,000",2,2002,등촌로 137,,중개거래,서울 양천구
서울특별시 강서구 등촌동,365-195,365,195,두보아파트,59.49,202202,28,"47,000",6,1991,등촌로51길 128,,중개거래,서울 강서구
서울특별시 강서구 등촌동,687,687,0,"등촌1,2단지주공아파트",41.85,202203,7,"67,000",11,1994,강서로68길 36,,중개거래,서울 마포구
서울특별시 강서구 등촌동,687,687,0,"등촌1,2단지주공아파트",49.94,202203,16,"83,500",4,1994,강서로68길 36,,중개거래,서울 강서구
서울특별시 강서구 등촌동,687,687,0,"등촌1,2단지주공아파트",41.85,202203,20,"69,000",4,1994,강서로68길 36,,중개거래,서울 강서구
서울특별시 강서구 등촌동,707,707,0,"등촌7,8단지주공아파트",41.85,202204,1,"66,500",4,1994,공항대로43길 104,,중개거래,서울 강서구
서울특별시 강서구 등촌동,707,707,0,"등촌7,8단지주공아파트",41.85,202204,21,"66,000",12,1994,공항대로43길 104,,중개거래,서울 강서구
서울특별시 강서구 등촌동,670-2,670,2,등촌동성원,157.81,202203,3,"75,000",8,1997,강서로56길 80,,직거래,-
서울특별시 강서구 등촌동,715,715,0,등촌동아이파크,165.8299,202203,16,"150,000",9,2004,등촌로 163,,중개거래,"서울 강서구, 서울 양천구"
서울특별시 강서구 등촌동,715,715,0,등촌동아이파크,84.9958,202203,22,"129,500",17,2004,등촌로 163,,중개거래,"서울 강서구, 서울 양천구"
서울특별시 강서구 등촌동,655-46,655,46,등촌동현대2차,84.95,202204,23,"75,000",3,1997,화곡로64길 50,,중개거래,서울 강서구
서울특별시 강서구 등촌동,511-4,511,4,등촌퀸즈포디엄삼익,32.37,202204,23,"32,800",2,2020,등촌로51가길 35,,중개거래,서울 강서구
서울특별시 강서구 등촌동,722,722,0,등촌파밀리에더클래식101동,49.77,202204,1,"70,500",7,2020,공항대로53가길 22,,중개거래,서울 강서구
서울특별시 강서구 등촌동,722,722,0,등촌파밀리에더클래식101동,49.77,202204,23,"69,800",6,2020,공항대로53가길 22,,직거래,-
서울특별시 강서구 등촌동,722,722,0,등촌파밀리에더클래식101동,48.39,202205,17,"68,000",2,2020,공항대로53가길 22,,중개거래,서울 강서구
서울특별시 강서구 등촌동,723,723,0,등촌파밀리에더클래식201동,49.78,202206,4,"70,000",4,2020,공항대로53가길 29,,중개거래,서울 강서구
서울특별시 강서구 등촌동,725,725,0,마곡루나플라체,22.05,202201,11,"32,500",12,2021,강서로56길 64,,직거래,-
서울특별시 강서구 등촌동,710,710,0,보람,107.22,202203,25,"64,000",1,1999,등촌로53길 18,,직거래,-
서울특별시 강서구 등촌동,691-3,691,3,부영,80.64,202204,9,"84,000",9,1994,강서로56나길 110,,중개거래,서울 강서구
서울특별시 강서구 등촌동,632-4,632,4,삼성한사랑1,59.73,202206,21,"65,000",6,1997,양천로66길 6,,직거래,-
서울특별시 강서구 등촌동,641,641,0,신원,84.95,202203,27,"79,500",14,1997,화곡로66길 50,,중개거래,서울 강서구
서울특별시 강서구 등촌동,711,711,0,월드메르디앙,59.79,202201,6,"73,000",3,2002,양천로 420,,중개거래,서울 강서구
서울특별시 강서구 등촌동,562-5,562,5,임광,84.91,202206,8,"103,000",8,2000,등촌로 113,,중개거래,서울 양천구
서울특별시 강서구 등촌동,642,642,0,제일(코오롱),59.99,202205,5,"73,000",11,1999,화곡로66길 90,,중개거래,서울 강서구
서울특별시 강서구 등촌동,702,702,0,주공10,58.14,202202,7,"80,000",4,1995,화곡로63가길 71,,직거래,-
서울특별시 강서구 등촌동,702,702,0,주공10,37.67,202205,9,"60,900",11,1995,화곡로63가길 71,,직거래,-
서울특별시 강서구 등촌동,702,702,0,주공10,37.67,202205,17,"70,500",4,1995,화곡로63가길 71,,중개거래,서울 강서구
서울특별시 강서구 등촌동,695,695,0,주공5,58.14,202201,18,"85,000",11,1995,공항대로39길 74,,직거래,-
서울특별시 강서구 등촌동,695,695,0,주공5,58.14,202203,9,"85,000",14,1995,공항대로39길 74,,중개거래,서울 강서구
서울특별시 강서구 등촌동,695,695,0,주공5,58.14,202203,30,"85,000",12,1995,공항대로39길 74,,중개거래,서울 강서구
서울특별시 강서구 등촌동,656-17,656,17,지엠벨리,25.61,202202,14,"38,500",15,2019,화곡로 374,,직거래,-
서울특별시 강서구 등촌동,507-11,507,11,천우네오젠(507-11),83.21,202204,29,"71,500",2,2007,등촌로53길 10,,중개거래,서울 강서구
서울특별시 강서구 등촌동,714,714,0,코오롱하늘채,59.95,202205,10,"72,000",2,2003,공항대로55길 19,,중개거래,서울 강서구
서울특별시 강서구 등촌동,676,676,0,태진아름,59.94,202204,23,"69,000",7,1995,등촌로53길 39,,중개거래,서울 강서구
서울특별시 강서구 등촌동,634-2,634,2,한사랑2삼성,84.96,202205,3,"94,400",4,1999,공항대로59길 64,,중개거래,서울 강서구
서울특별시 강서구 등촌동,634-2,634,2,한사랑2삼성,59.37,202205,3,"84,000",1,1999,공항대로59길 64,,중개거래,서울 강서구
서울특별시 강서구 등촌동,634-2,634,2,한사랑2삼성,84.96,202205,23,"95,200",8,1999,공항대로59길 64,,중개거래,서울 강서구
서울특별시 강서구 등촌동,510-7,510,7,해태골든팰리스,84.51,202206,3,"64,000",7,2009,등촌로51가길 15,,중개거래,서울 강서구
서울특별시 강서구 등촌동,655-27,655,27,현대,84.47,202205,13,"77,900",1,1995,공항대로45길 24,,중개거래,서울 강서구
서울특별시 강서구 마곡동,748,748,0,마곡13단지힐스테이트마스터,84.9881,202201,6,"156,000",12,2017,마곡중앙1로 71,,중개거래,서울 강서구
서울특별시 강서구 마곡동,748,748,0,마곡13단지힐스테이트마스터,84.9881,202204,19,"155,000",11,2017,마곡중앙1로 71,,중개거래,"경기 부천시, 서울 강서구"
서울특별시 강서구 마곡동,748,748,0,마곡13단지힐스테이트마스터,59.9825,202204,30,"136,000",12,2017,마곡중앙1로 71,,중개거래,서울 강서구
서울특별시 강서구 마곡동,748,748,0,마곡13단지힐스테이트마스터,84.9881,202205,5,"149,000",3,2017,마곡중앙1로 71,,중개거래,서울 강서구
서울특별시 강서구 마곡동,748,748,0,마곡13단지힐스테이트마스터,59.9825,202205,16,"128,000",14,2017,마곡중앙1로 71,,중개거래,서울 강서구
서울특별시 강서구 마곡동,735,735,0,마곡엠밸리2단지,114.91,202204,1,"145,000",2,2014,마곡서1로 146,,중개거래,서울 성동구
서울특별시 강서구 마곡동,736,736,0,마곡엠밸리3단지,84.95,202203,24,"132,000",9,2014,마곡서1로 132,,중개거래,서울 강서구
서울특별시 강서구 마곡동,740,740,0,마곡엠밸리5단지,114.98,202203,3,"205,000",9,2014,마곡서1로 111-11,,중개거래,서울 강서구
서울특별시 강서구 마곡동,743,743,0,마곡엠밸리6단지,84.99,202202,7,"165,000",3,2014,마곡서1로 100,,중개거래,서울 강서구
서울특별시 강서구 마곡동,743,743,0,마곡엠밸리6단지,84.74,202203,15,"155,000",9,2014,마곡서1로 100,,중개거래,서울 강서구
서울특별시 강서구 마곡동,743,743,0,마곡엠밸리6단지,84.84,202204,11,"165,000",11,2014,마곡서1로 100,,중개거래,서울 강서구
서울특별시 강서구 마곡동,725-1,725,1,마곡힐스테이트,84.98,202201,27,"150,000",6,2017,마곡중앙3로 74,,중개거래,서울 강서구
서울특별시 강서구 마곡동,725-1,725,1,마곡힐스테이트,59.99,202206,11,"126,000",13,2017,마곡중앙3로 74,,중개거래,서울 강서구
서울특별시 강서구 마곡동,429,429,0,벽산,84.97,202201,15,"87,000",4,1999,양천로47길 118,,중개거래,서울 강서구
서울특별시 강서구 마곡동,429,429,0,벽산,59.98,202204,18,"79,000",13,1999,양천로47길 118,,중개거래,서울 강서구
서울특별시 강서구 마곡동,422,422,0,신안,59.98,202205,19,"67,000",8,1993,양천로30길 123-9,20220530,중개거래,서울 구로구
서울특별시 강서구 마곡동,422,422,0,신안,59.98,202205,27,"67,000",8,1993,양천로30길 123-9,,중개거래,서울 구로구
서울특별시 강서구 마곡동,422,422,0,신안,108.35,202205,30,"117,820",12,1993,양천로30길 123-9,,중개거래,서울 강서구
서울특별시 강서구 방화동,619-7,619,7,AirPalace(619-7),14.1,202201,22,"9,100",6,2013,개화동로27가길 33,,중개거래,서울 강서구
서울특별시 강서구 방화동,619-7,619,7,AirPalace(619-7),14.5,202201,25,"10,000",7,2013,개화동로27가길 33,,중개거래,서울 강서구
서울특별시 강서구 방화동,619-7,619,7,AirPalace(619-7),14.1,202202,9,"9,250",4,2013,개화동로27가길 33,,중개거래,서울 강서구
서울특별시 강서구 방화동,619-7,619,7,AirPalace(619-7),14.5,202204,26,"10,300",5,2013,개화동로27가길 33,,중개거래,서울 강서구
서울특별시 강서구 방화동,619-7,619,7,AirPalace(619-7),14.1,202204,28,"9,300",9,2013,개화동로27가길 33,,중개거래,서울 강서구
서울특별시 강서구 방화동,619-7,619,7,AirPalace(619-7),14.5,202205,30,"11,000",7,2013,개화동로27가길 33,,직거래,-
서울특별시 강서구 방화동,619-7,619,7,AirPalace(619-7),14.5,202205,30,"10,500",3,2013,개화동로27가길 33,,직거래,-
서울특별시 강서구 방화동,619-7,619,7,AirPalace(619-7),14.5,202205,30,"11,200",4,2013,개화동로27가길 33,,직거래,-
서울특별시 강서구 방화동,619-7,619,7,AirPalace(619-7),14.5,202205,30,"10,300",9,2013,개화동로27가길 33,,직거래,-
서울특별시 강서구 방화동,819,819,0,개화,133.98,202202,23,"115,000",10,1994,금낭화로 167,,중개거래,서울 강서구
서울특별시 강서구 방화동,819,819,0,개화,133.98,202204,22,"120,000",6,1994,금낭화로 167,,중개거래,서울 강서구
서울특별시 강서구 방화동,819,819,0,개화,101.86,202205,17,"94,500",5,1994,금낭화로 167,,중개거래,서울 강서구
서울특별시 강서구 방화동,898,898,0,경동팰리스힐,12.66,202202,12,"8,900",7,2014,양천로14길 44,,중개거래,서울 강서구
서울특별시 강서구 방화동,898,898,0,경동팰리스힐,12.22,202203,12,"8,900",2,2014,양천로14길 44,,중개거래,서울 강서구
서울특별시 강서구 방화동,898,898,0,경동팰리스힐,12.22,202205,3,"8,900",5,2014,양천로14길 44,,중개거래,서울 강서구
서울특별시 강서구 방화동,898,898,0,경동팰리스힐,12.22,202205,10,"9,400",5,2014,양천로14길 44,,중개거래,서울 강서구
서울특별시 강서구 방화동,867,867,0,길성그랑프리텔,57.97,202202,19,"74,300",12,2002,방화대로 319,,중개거래,서울 강서구
서울특별시 강서구 방화동,874,874,0,대림e-편한세상,67.68,202203,22,"74,000",2,2003,양천로6길 57,,중개거래,서울 강서구
서울특별시 강서구 방화동,893,893,0,동부강서센트레빌3차(893-0),84.4,202203,25,"95,000",3,2009,방화대로41길 6,,중개거래,서울 강서구
서울특별시 강서구 방화동,893,893,0,동부강서센트레빌3차(893-0),84.4,202204,6,"98,000",6,2009,방화대로41길 6,,중개거래,서울 강서구
서울특별시 강서구 방화동,817,817,0,동성,64.65,202201,4,"75,000",11,1993,금낭화로23길 8,,중개거래,서울 강서구
서울특별시 강서구 방화동,817,817,0,동성,64.65,202204,6,"76,500",1,1993,금낭화로23길 8,,중개거래,서울 강서구
서울특별시 강서구 방화동,817,817,0,동성,64.65,202204,30,"75,500",13,1993,금낭화로23길 8,,중개거래,서울 강서구
서울특별시 강서구 방화동,817,817,0,동성,64.65,202205,3,"72,500",6,1993,금낭화로23길 8,,중개거래,서울 강서구
서울특별시 강서구 방화동,895,895,0,동일스위트리버2차,59.47,202201,13,"61,000",2,2009,금낭화로24가길 6,,중개거래,서울 강서구
서울특별시 강서구 방화동,895,895,0,동일스위트리버2차,59.47,202202,16,"56,000",1,2009,금낭화로24가길 6,,중개거래,서울 강서구
서울특별시 강서구 방화동,905,905,0,마곡노블리안,68.1975,202201,17,"71,600",7,2021,방화대로40길 37,,중개거래,서울 강동구
서울특별시 강서구 방화동,905,905,0,마곡노블리안,64.6995,202201,17,"70,400",7,2021,방화대로40길 37,,중개거래,서울 강동구
서울특별시 강서구 방화동,905,905,0,마곡노블리안,64.6995,202201,17,"70,400",7,2021,방화대로40길 37,,중개거래,서울 강동구
서울특별시 강서구 방화동,905,905,0,마곡노블리안,68.4838,202201,17,"73,000",7,2021,방화대로40길 37,,중개거래,서울 강동구
서울특별시 강서구 방화동,905,905,0,마곡노블리안,69.2556,202201,17,"73,000",7,2021,방화대로40길 37,,중개거래,서울 강동구
서울특별시 강서구 방화동,905,905,0,마곡노블리안,69.2556,202201,17,"69,400",2,2021,방화대로40길 37,,중개거래,서울 강동구
서울특별시 강서구 방화동,905,905,0,마곡노블리안,64.6995,202201,17,"67,650",3,2021,방화대로40길 37,,중개거래,서울 강동구
서울특별시 강서구 방화동,905,905,0,마곡노블리안,68.8475,202201,17,"69,350",3,2021,방화대로40길 37,,중개거래,서울 강동구
서울특별시 강서구 방화동,905,905,0,마곡노블리안,68.8475,202201,17,"69,350",3,2021,방화대로40길 37,,중개거래,서울 강동구
서울특별시 강서구 방화동,905,905,0,마곡노블리안,68.1975,202201,17,"69,150",3,2021,방화대로40길 37,,중개거래,서울 강동구
서울특별시 강서구 방화동,905,905,0,마곡노블리안,64.6995,202201,17,"67,650",3,2021,방화대로40길 37,,중개거래,서울 강동구
서울특별시 강서구 방화동,905,905,0,마곡노블리안,68.4838,202201,17,"70,100",3,2021,방화대로40길 37,,중개거래,서울 강동구
서울특별시 강서구 방화동,905,905,0,마곡노블리안,69.2556,202201,17,"70,100",3,2021,방화대로40길 37,,중개거래,서울 강동구
서울특별시 강서구 방화동,905,905,0,마곡노블리안,68.8475,202201,17,"70,500",4,2021,방화대로40길 37,,중개거래,서울 강동구
서울특별시 강서구 방화동,905,905,0,마곡노블리안,68.4838,202201,17,"73,000",6,2021,방화대로40길 37,,중개거래,서울 강동구
