시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
서울특별시 강남구 개포동,658-1,658,1,개포6차우성아파트1동~8동,79.97,202204,12,"220,000",4,1987,언주로 3,,중개거래,서울 강남구
서울특별시 강남구 개포동,658-1,658,1,개포6차우성아파트1동~8동,79.97,202204,21,"220,000",2,1987,언주로 3,,중개거래,서울 강남구
서울특별시 강남구 개포동,658-1,658,1,개포6차우성아파트1동~8동,79.97,202205,27,"216,000",2,1987,언주로 3,,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,102.32,202204,1,"369,000",13,2020,개포로 264,,중개거래,"서울 강남구, 서울 양천구"
서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,136.06,202205,2,"420,000",17,2020,개포로 264,,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,59.92,202205,12,"203,500",5,2020,개포로 264,,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,59.92,202205,26,"210,000",6,2020,개포로 264,,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,59.92,202206,17,"195,000",10,2020,개포로 264,,중개거래,서울 강남구
서울특별시 강남구 개포동,12-02,12,2,개포자이(12-2),168.42,202202,7,"246,000",2,2004,개포로109길 69,,중개거래,서울 강남구
서울특별시 강남구 개포동,185,185,0,개포주공6단지,83.21,202201,15,"280,000",8,1983,개포로 516,,중개거래,서울 강남구
서울특별시 강남구 개포동,185,185,0,개포주공6단지,73.02,202203,18,"270,000",5,1983,개포로 516,,중개거래,서울 강남구
서울특별시 강남구 개포동,185,185,0,개포주공7단지,53.46,202203,17,"211,500",4,1983,개포로 516,,중개거래,서울 강남구
서울특별시 강남구 개포동,185,185,0,개포주공7단지,73.26,202203,18,"265,000",6,1983,개포로 516,,중개거래,서울 강남구
서울특별시 강남구 개포동,649,649,0,경남1,123.28,202203,8,"343,000",4,1984,언주로 110,,중개거래,서울 강남구
서울특별시 강남구 개포동,649,649,0,경남2차,186.16,202204,19,"400,000",8,1984,언주로 110,,중개거래,서울 강남구
서울특별시 강남구 개포동,1167,1167,0,그린빌리지,197.91,202202,11,"180,000",4,1996,논현로4길 28,,중개거래,서울 서초구
서울특별시 강남구 개포동,138,138,0,디에이치아너힐즈,131.3226,202202,22,"590,000",8,2019,삼성로 11,,중개거래,서울 강남구
서울특별시 강남구 개포동,138,138,0,디에이치아너힐즈,76.1709,202204,8,"305,000",23,2019,삼성로 11,,중개거래,서울 강남구
서울특별시 강남구 개포동,138,138,0,디에이치아너힐즈,59.8732,202205,11,"238,000",28,2019,삼성로 11,,중개거래,서울 강남구
서울특별시 강남구 개포동,138,138,0,디에이치아너힐즈,59.7479,202205,14,"227,000",3,2019,삼성로 11,,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,84.943,202201,15,"300,000",7,2019,선릉로 8,,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.888,202204,16,"200,000",1,2019,선릉로 8,,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.967,202205,27,"228,500",22,2019,선릉로 8,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,51.12,202203,26,"157,000",2,1992,개포로109길 21,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202201,8,"125,000",7,1992,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202201,11,"120,000",5,1992,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202201,25,"120,000",8,1992,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202203,18,"118,000",7,1992,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202203,27,"120,000",12,1992,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202204,7,"145,000",8,1992,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202204,18,"110,000",9,1992,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202206,1,"108,000",15,1992,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,179,179,0,우성8,79.61,202204,27,"240,000",6,1987,개포로 411,,중개거래,서울 강남구
서울특별시 강남구 개포동,653,653,0,현대1차101동~106동,95.4,202201,5,"275,000",2,1984,개포로 303,,중개거래,서울 강남구
서울특별시 강남구 개포동,654,654,0,현대2,84.81,202201,15,"272,000",8,1986,언주로 107,,중개거래,서울 강남구
서울특별시 강남구 개포동,654,654,0,현대2,84.81,202203,30,"265,000",7,1986,언주로 107,,중개거래,서울 강남구
서울특별시 강남구 개포동,654,654,0,현대2,131.83,202204,21,"291,500",3,1986,언주로 107,,중개거래,인천 서구
서울특별시 강남구 논현동,195-1,195,1,e-편한세상,129.8748,202204,5,"192,000",10,2005,봉은사로11길 12,,중개거래,서울 강남구
서울특별시 강남구 논현동,196,196,0,거평프리젠,32.835,202201,15,"40,000",6,1996,강남대로112길 41,,중개거래,서울 강남구
서울특별시 강남구 논현동,196,196,0,거평프리젠,39.035,202205,27,"54,000",7,1996,강남대로112길 41,,중개거래,서울 강남구
서울특별시 강남구 논현동,196,196,0,거평프리젠,30.215,202205,30,"40,000",11,1996,강남대로112길 41,,중개거래,서울 강남구
서울특별시 강남구 논현동,268-12,268,12,그랑디오스,132.96,202201,8,"159,140",5,2004,봉은사로51길 18,,직거래,-
서울특별시 강남구 논현동,268-12,268,12,그랑디오스,132.96,202201,8,"159,140",5,2004,봉은사로51길 18,20220111,직거래,-
서울특별시 강남구 논현동,205-2,205,2,논현동한화꿈에그린,67.671,202205,26,"85,600",2,2005,논현로111길 39,,직거래,-
서울특별시 강남구 논현동,225-6,225,6,논현아이파크,47.46,202202,23,"100,000",7,2020,언주로 615,20220320,중개거래,서울 동대문구
서울특별시 강남구 논현동,118-8,118,8,더원센트럴,26.96,202205,18,"49,500",5,2018,학동로53길 3-8,,중개거래,서울 강남구
서울특별시 강남구 논현동,275,275,0,동부센트레빌,84.9875,202204,26,"198,000",19,2003,언주로116길 6,,중개거래,서울 강남구
서울특별시 강남구 논현동,275,275,0,동부센트레빌,84.9875,202206,11,"192,000",8,2003,언주로116길 6,,중개거래,서울 강남구
서울특별시 강남구 논현동,245,245,0,동양파라곤,157.41,202201,18,"320,000",7,2004,언주로130길 30,,중개거래,서울 강남구
서울특별시 강남구 논현동,245,245,0,동양파라곤,160.33,202203,21,"333,000",14,2004,언주로130길 30,,중개거래,서울 강남구
서울특별시 강남구 논현동,245,245,0,동양파라곤,180.07,202204,21,"245,000",5,2004,언주로130길 30,,직거래,-
서울특별시 강남구 논현동,245,245,0,동양파라곤,180.07,202204,22,"224,000",11,2004,언주로130길 30,,직거래,-
서울특별시 강남구 논현동,245,245,0,동양파라곤,157.41,202205,24,"303,000",4,2004,언주로130길 30,,직거래,-
서울특별시 강남구 논현동,105,105,0,동현아파트1~6,84.92,202202,18,"227,500",10,1985,언주로146길 18,,중개거래,서울 강남구
서울특별시 강남구 논현동,105,105,0,동현아파트1~6,120.58,202203,31,"273,000",8,1985,언주로146길 18,,중개거래,서울 강남구
서울특별시 강남구 논현동,105,105,0,동현아파트1~6,119.67,202204,23,"290,000",11,1985,언주로146길 18,,중개거래,서울 강남구
서울특별시 강남구 논현동,258,258,0,두산위브2단지,106.829,202204,16,"206,000",9,2004,언주로122길 25,,중개거래,서울 강남구
서울특별시 강남구 논현동,114-23,114,23,로체샤르캐슬,106.59,202205,23,"139,000",4,2009,언주로136길 16,,중개거래,서울 강남구
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202201,26,"37,000",4,2004,학동로 165,,중개거래,서울 강남구
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202201,27,"42,000",14,2004,학동로 165,,중개거래,서울 강남구
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202202,19,"39,000",9,2004,학동로 165,,중개거래,서울 중구
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202203,30,"40,900",14,2004,학동로 165,,중개거래,서울 강남구
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202206,2,"40,500",8,2004,학동로 165,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202206,7,"40,300",6,2004,학동로 165,,중개거래,서울 강남구
서울특별시 강남구 논현동,Nov-47,47,11,벨러스빌,86.51,202202,14,"65,000",5,2004,학동로5길 17,,중개거래,서울 강남구
서울특별시 강남구 논현동,22,22,0,신동아(22),114.34,202202,4,"229,000",10,1997,강남대로146길 28,,중개거래,"서울 강남구, 서울 송파구"
서울특별시 강남구 논현동,22,22,0,신동아(22),84.52,202203,19,"180,000",6,1997,강남대로146길 28,,중개거래,서울 강남구
서울특별시 강남구 논현동,22,22,0,신동아(22),35.73,202204,4,"95,000",3,1997,강남대로146길 28,,중개거래,서울 강남구
서울특별시 강남구 논현동,22,22,0,신동아(22),35.73,202204,23,"98,000",11,1997,강남대로146길 28,,중개거래,서울 강남구
서울특별시 강남구 논현동,22,22,0,신동아(22),35.73,202205,26,"95,000",3,1997,강남대로146길 28,,중개거래,서울 강남구
서울특별시 강남구 논현동,22,22,0,신동아(22),35.73,202206,17,"99,500",5,1997,강남대로146길 28,,중개거래,서울 강남구
서울특별시 강남구 논현동,276-1,276,1,아크로힐스논현,84.208,202202,24,"210,000",4,2014,언주로 604,,중개거래,서울 강남구
서울특별시 강남구 논현동,276-1,276,1,아크로힐스논현,113.087,202205,23,"320,000",20,2014,언주로 604,,중개거래,"서울 강남구, 서울 용산구"
서울특별시 강남구 논현동,107-44,107,44,우민,74.758,202205,19,"135,000",4,2002,언주로136길 21,,중개거래,서울 강남구
서울특별시 강남구 논현동,194-22,194,22,이산,46.06,202203,2,"31,000",3,2011,논현로111길 34,,중개거래,서울 강남구
서울특별시 강남구 논현동,108-2,108,2,제이빌,52.54,202204,11,"71,000",1,2004,학동로43길 30,,중개거래,서울 강남구
서울특별시 강남구 논현동,211-21,211,21,펜트힐루논현,42.257,202204,15,"105,000",8,2021,언주로 641,,직거래,-
서울특별시 강남구 논현동,211-21,211,21,펜트힐루논현,43.392,202204,15,"110,000",7,2021,언주로 641,,중개거래,서울 강남구
서울특별시 강남구 논현동,221-7,221,7,한양수자인어반게이트,16.2,202205,27,"21,200",3,2013,봉은사로29길 35,,직거래,-
서울특별시 강남구 논현동,221-7,221,7,한양수자인어반게이트,16.2,202206,17,"20,500",7,2013,봉은사로29길 35,,중개거래,서울 강남구
서울특별시 강남구 논현동,105-4,105,4,한진로즈힐,103.96,202204,22,"198,000",8,2004,도산대로46길 21,,중개거래,서울 강남구
서울특별시 강남구 논현동,105-4,105,4,한진로즈힐,84.94,202205,24,"172,500",2,2004,도산대로46길 21,,중개거래,서울 강남구
서울특별시 강남구 대치동,503,503,0,개포우성1,158.54,202203,19,"510,000",12,1983,선릉로 120,,중개거래,"서울 강남구, 서울 송파구"
서울특별시 강남구 대치동,503,503,0,개포우성1,127.61,202203,24,"375,000",1,1983,선릉로 120,,중개거래,서울 강남구
서울특별시 강남구 대치동,503,503,0,개포우성1,127.61,202203,30,"409,000",11,1983,선릉로 120,,중개거래,서울 강남구
서울특별시 강남구 대치동,503,503,0,개포우성1,84.81,202205,20,"323,000",14,1983,선릉로 120,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-26,891,26,대우아이빌멤버스(891-26),51.026,202201,12,"54,500",10,2003,삼성로85길 42,20220121,중개거래,서울 강남구
서울특별시 강남구 대치동,891-26,891,26,대우아이빌멤버스(891-26),51.026,202202,15,"54,500",10,2003,삼성로85길 42,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-26,891,26,대우아이빌멤버스(891-26),35.236,202202,18,"34,000",7,2003,삼성로85길 42,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-26,891,26,대우아이빌멤버스(891-26),46.877,202203,29,"50,000",11,2003,삼성로85길 42,,중개거래,"서울 강남구, 서울 중구"
서울특별시 강남구 대치동,891-26,891,26,대우아이빌멤버스(891-26),35.796,202205,13,"33,500",7,2003,삼성로85길 42,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-23,891,23,대우아이빌명문가(891-23),35.72,202201,13,"29,000",7,2004,선릉로90길 56,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-23,891,23,대우아이빌명문가(891-23),35.72,202202,8,"29,000",8,2004,선릉로90길 56,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-23,891,23,대우아이빌명문가(891-23),34.2,202202,11,"30,750",8,2004,선릉로90길 56,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-23,891,23,대우아이빌명문가(891-23),35.72,202204,21,"33,300",10,2004,선릉로90길 56,,직거래,-
서울특별시 강남구 대치동,891-23,891,23,대우아이빌명문가(891-23),33.06,202205,4,"34,000",11,2004,선릉로90길 56,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-23,891,23,대우아이빌명문가(891-23),34.2,202205,23,"30,000",10,2004,선릉로90길 56,,직거래,-
서울특별시 강남구 대치동,891-28,891,28,대치동우정에쉐르1,59.96,202204,8,"92,000",9,2004,삼성로85길 38,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-28,891,28,대치동우정에쉐르1,59.75,202205,20,"80,000",5,2004,삼성로85길 38,,직거래,-
서울특별시 강남구 대치동,888,888,0,대치아이파크,119.58,202203,29,"400,000",20,2008,선릉로 222,,중개거래,서울 강남구
서울특별시 강남구 대치동,974,974,0,대치현대,85,202206,10,"246,000",9,1999,삼성로64길 5,,중개거래,서울 강남구
서울특별시 강남구 대치동,670,670,0,동부센트레빌,145.83,202201,7,"425,000",21,2005,선릉로 206,,중개거래,서울 강남구
서울특별시 강남구 대치동,670,670,0,동부센트레빌,161.47,202202,14,"505,000",5,2005,선릉로 206,,중개거래,서울 강남구
서울특별시 강남구 대치동,670,670,0,동부센트레빌,145.83,202204,9,"470,000",19,2005,선릉로 206,,중개거래,서울 강남구
서울특별시 강남구 대치동,670,670,0,동부센트레빌,121.74,202204,30,"440,000",15,2005,선릉로 206,,중개거래,서울 강남구
서울특별시 강남구 대치동,1027,1027,0,래미안대치팰리스,84.97,202204,20,"330,000",14,2015,삼성로51길 37,,중개거래,서울 강남구
서울특별시 강남구 대치동,1027,1027,0,래미안대치팰리스,114.15,202204,23,"488,000",2,2015,삼성로51길 37,,중개거래,서울 강남구
서울특별시 강남구 대치동,1027,1027,0,래미안대치팰리스,91.93,202205,26,"328,000",35,2015,삼성로51길 35,,중개거래,서울 강남구
서울특별시 강남구 대치동,985,985,0,래미안대치하이스턴,110.39,202201,8,"280,000",14,1989,도곡로93길 12,,중개거래,서울 강남구
서울특별시 강남구 대치동,893,893,0,롯데캐슬,135.73,202203,5,"294,000",12,2002,삼성로85길 11,,중개거래,서울 강남구
서울특별시 강남구 대치동,506,506,0,선경1차(1동-7동),84.35,202204,11,"320,000",13,1983,삼성로 151,,중개거래,서울 강남구
서울특별시 강남구 대치동,506,506,0,선경1차(1동-7동),117.7,202204,11,"384,000",10,1983,삼성로 151,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-49,890,49,선릉역대우아이빌(890-49),28.34,202203,10,"25,000",12,2004,테헤란로64길 9,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-49,890,49,선릉역대우아이빌(890-49),20.37,202205,2,"19,000",11,2004,테헤란로64길 9,,중개거래,서울 강남구
서울특별시 강남구 대치동,65,65,0,쌍용대치2,120.76,202202,11,"310,000",7,1983,영동대로 220,,중개거래,서울 강남구
서울특별시 강남구 대치동,66,66,0,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,202201,28,"270,000",12,1983,영동대로 210,,중개거래,서울 강남구
서울특별시 강남구 대치동,889-74,889,74,아름빌(889-74),30.46,202205,13,"29,500",8,2003,선릉로86길 11,,중개거래,서울 강남구
서울특별시 강남구 대치동,889-74,889,74,아름빌(889-74),30.46,202205,25,"29,000",8,2003,선릉로86길 11,,중개거래,서울 강남구
서울특별시 강남구 대치동,316,316,0,은마,76.79,202201,11,"249,000",9,1979,삼성로 212,,중개거래,"서울 강남구, 서울 동작구"
서울특별시 강남구 대치동,316,316,0,은마,76.79,202202,8,"214,000",1,1979,삼성로 212,,중개거래,서울 강남구
서울특별시 강남구 대치동,316,316,0,은마,84.43,202202,22,"255,000",4,1979,삼성로 212,,중개거래,서울 강남구
서울특별시 강남구 대치동,316,316,0,은마,76.79,202203,17,"228,000",2,1979,삼성로 212,,중개거래,서울 강남구
서울특별시 강남구 대치동,316,316,0,은마,84.43,202204,14,"265,000",7,1979,삼성로 212,,중개거래,서울 강남구
서울특별시 강남구 대치동,316,316,0,은마,76.79,202204,23,"245,000",1,1979,삼성로 212,,중개거래,서울 강남구
서울특별시 강남구 대치동,316,316,0,은마,84.43,202204,28,"262,500",2,1979,삼성로 212,20220624,중개거래,서울 강남구
서울특별시 강남구 대치동,316,316,0,은마,84.43,202204,28,"262,500",2,1979,삼성로 212,,중개거래,서울 강남구
서울특별시 강남구 대치동,316,316,0,은마,84.43,202204,28,"262,500",2,1979,삼성로 212,20220624,중개거래,서울 강남구
서울특별시 강남구 대치동,316,316,0,은마,76.79,202205,11,"250,000",6,1979,삼성로 212,,중개거래,서울 강남구
서울특별시 강남구 대치동,316,316,0,은마,84.43,202205,20,"277,000",13,1979,삼성로 212,,중개거래,"경기 성남분당구, 서울 강남구"
서울특별시 강남구 대치동,316,316,0,은마,76.79,202205,25,"250,000",2,1979,삼성로 212,,중개거래,서울 강남구
서울특별시 강남구 대치동,316,316,0,은마,76.79,202205,31,"254,000",8,1979,삼성로 212,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-6,891,6,테헤란로대우아이빌(891-6),33.11,202202,3,"38,000",15,2004,테헤란로 428,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-6,891,6,테헤란로대우아이빌(891-6),33.11,202202,4,"43,600",23,2004,테헤란로 428,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-6,891,6,테헤란로대우아이빌(891-6),35.51,202203,10,"42,200",23,2004,테헤란로 428,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-6,891,6,테헤란로대우아이빌(891-6),33.11,202203,28,"34,000",3,2004,테헤란로 428,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-6,891,6,테헤란로대우아이빌(891-6),33.11,202204,28,"39,500",9,2004,테헤란로 428,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-6,891,6,테헤란로대우아이빌(891-6),33.11,202205,14,"39,500",20,2004,테헤란로 428,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-6,891,6,테헤란로대우아이빌(891-6),59.83,202205,28,"91,500",15,2004,테헤란로 428,,중개거래,서울 강남구
서울특별시 강남구 대치동,511,511,0,한보미도맨션1,128.01,202204,22,"390,000",13,1983,삼성로 150,,중개거래,서울 강남구
서울특별시 강남구 대치동,511,511,0,한보미도맨션1,128.01,202205,12,"383,500",12,1983,삼성로 150,,중개거래,서울 강남구
서울특별시 강남구 대치동,511,511,0,한보미도맨션2,190.47,202204,14,"430,000",11,1985,삼성로 150,,중개거래,서울 강남구
서울특별시 강남구 대치동,511,511,0,한보미도맨션2,190.47,202205,9,"507,500",8,1985,삼성로 150,,중개거래,서울 강남구
서울특별시 강남구 도곡동,953-1,953,1,SK허브프리모,33.8,202201,18,"37,400",8,2006,강남대로 240,,중개거래,서울 강남구
서울특별시 강남구 도곡동,953-1,953,1,SK허브프리모,33.8,202202,18,"36,800",8,2006,강남대로 240,,중개거래,서울 강남구
서울특별시 강남구 도곡동,953-1,953,1,SK허브프리모,67.57,202204,8,"84,500",17,2006,강남대로 240,,중개거래,서울 서초구
서울특별시 강남구 도곡동,953-1,953,1,SK허브프리모,33.8,202204,12,"40,800",15,2006,강남대로 240,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 도곡동,190-3,190,3,그랜빌캐슬,125.83,202203,29,"130,500",2,2003,남부순환로379길 35,,직거래,-
서울특별시 강남구 도곡동,190-3,190,3,그랜빌캐슬,125.83,202205,17,"208,000",1,2003,남부순환로379길 35,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-6,467,6,대림아크로빌,130.545,202202,14,"277,000",31,1999,언주로30길 13,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-6,467,6,대림아크로빌,146.754,202203,31,"295,000",38,1999,언주로30길 13,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-6,467,6,대림아크로빌,146.754,202205,28,"285,000",5,1999,언주로30길 13,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-6,467,6,대림아크로빌,138.657,202206,1,"300,000",46,1999,언주로30길 13,,중개거래,서울 강남구
서울특별시 강남구 도곡동,952,952,0,대우디오빌,25.89,202202,5,"24,000",7,2004,강남대로 256,,중개거래,서울 강남구
서울특별시 강남구 도곡동,952,952,0,대우디오빌,31.81,202202,26,"31,100",10,2004,강남대로 256,,중개거래,서울 강남구
서울특별시 강남구 도곡동,952,952,0,대우디오빌,25.89,202203,17,"23,800",8,2004,강남대로 256,,중개거래,서울 송파구
서울특별시 강남구 도곡동,543-7,543,7,도곡1차아이파크,130.259,202203,12,"283,000",27,2007,도곡로28길 8,,중개거래,서울 강남구
서울특별시 강남구 도곡동,543-7,543,7,도곡1차아이파크,84.122,202204,15,"195,000",1,2007,도곡로28길 8,,중개거래,서울 강남구
서울특별시 강남구 도곡동,543-7,543,7,도곡1차아이파크,130.259,202204,27,"303,000",27,2007,도곡로28길 8,,중개거래,서울 강남구
서울특별시 강남구 도곡동,543-7,543,7,도곡1차아이파크,130.259,202204,27,"303,000",27,2007,도곡로28길 8,20220512,중개거래,서울 강남구
서울특별시 강남구 도곡동,970,970,0,도곡3차아이파크,187.215,202204,4,"310,000",5,2007,도곡로14길 21,,중개거래,서울 강남구
서울특별시 강남구 도곡동,970,970,0,도곡3차아이파크,181.381,202204,14,"310,000",8,2007,도곡로14길 21,,중개거래,서울 강남구
서울특별시 강남구 도곡동,970,970,0,도곡3차아이파크,187.215,202205,11,"300,000",1,2007,도곡로14길 21,,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,84.9984,202203,14,"313,000",16,2006,선릉로 221,,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,176.9924,202204,20,"580,000",7,2006,선릉로 221,,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,84.9984,202205,11,"313,000",3,2006,선릉로 221,,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,134.9023,202205,25,"494,000",18,2006,선릉로 221,,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,84.9984,202206,1,"310,000",7,2006,선릉로 221,,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,84.9984,202206,17,"160,000",13,2006,선릉로 221,,직거래,-
서울특별시 강남구 도곡동,933,933,0,도곡쌍용예가,107.53,202203,8,"222,000",11,1978,남부순환로363길 30,,중개거래,"경기 남양주시, 서울 강남구"
서울특별시 강남구 도곡동,933,933,0,도곡쌍용예가,107.53,202205,5,"224,000",3,1978,남부순환로363길 30,,중개거래,"서울 강남구, 서울 마포구"
서울특별시 강남구 도곡동,933,933,0,도곡쌍용예가,207.52,202205,13,"260,000",7,1978,남부순환로363길 30,,중개거래,서울 강남구
서울특별시 강남구 도곡동,934-10,934,10,도곡우성아파트,84.83,202203,29,"210,000",8,1986,남부순환로363길 49,,중개거래,서울 강남구
서울특별시 강남구 도곡동,934-10,934,10,도곡우성아파트,84.83,202204,19,"217,000",5,1986,남부순환로363길 49,,중개거래,서울 강남구
서울특별시 강남구 도곡동,934-10,934,10,도곡우성아파트,84.83,202205,12,"225,000",11,1986,남부순환로363길 49,,중개거래,서울 강남구
서울특별시 강남구 도곡동,199-4,199,4,도곡지웰카운티101동,107.11,202203,10,"190,000",4,2010,남부순환로373길 3,,중개거래,서울 강남구
서울특별시 강남구 도곡동,199-4,199,4,도곡지웰카운티101동,107.11,202204,26,"180,000",3,2010,남부순환로373길 3,,직거래,-
서울특별시 강남구 도곡동,184-3,184,3,도곡현대힐스테이트105동,164.9,202203,30,"225,000",4,1999,남부순환로377길 22,,중개거래,서울 강남구
서울특별시 강남구 도곡동,538-3,538,3,래미안도곡카운티,59.98,202202,23,"225,000",20,2016,도곡로 320,,중개거래,서울 강남구
서울특별시 강남구 도곡동,538-3,538,3,래미안도곡카운티,106.39,202203,11,"344,000",4,2016,도곡로 320,,중개거래,서울 강남구
서울특별시 강남구 도곡동,538-3,538,3,래미안도곡카운티,106.78,202205,5,"355,000",7,2016,도곡로 320,,중개거래,서울 강남구
서울특별시 강남구 도곡동,538-3,538,3,래미안도곡카운티,106.78,202205,17,"370,000",15,2016,도곡로 320,,중개거래,서울 강남구
서울특별시 강남구 도곡동,538-3,538,3,래미안도곡카운티,106.78,202205,18,"360,000",17,2016,도곡로 320,,중개거래,서울 강남구
서울특별시 강남구 도곡동,963,963,0,럭키(963),84.97,202203,27,"232,000",11,1995,논현로 213,,중개거래,서울 강남구
서울특별시 강남구 도곡동,963,963,0,럭키(963),84.97,202204,1,"225,000",7,1995,논현로 213,,중개거래,서울 강남구
서울특별시 강남구 도곡동,963,963,0,럭키(963),124.1,202204,2,"270,000",2,1995,논현로 213,,중개거래,서울 강남구
서울특별시 강남구 도곡동,963,963,0,럭키(963),84.97,202205,6,"235,500",7,1995,논현로 213,,중개거래,서울 강남구
서울특별시 강남구 도곡동,966,966,0,매봉삼성,59.82,202203,24,"160,000",6,1999,언주로 203,,중개거래,서울 강남구
서울특별시 강남구 도곡동,161,161,0,삼성,84.91,202201,15,"220,000",5,1994,남부순환로379길 14,,중개거래,서울 강남구
서울특별시 강남구 도곡동,May-91,91,5,삼성래미안,89.88,202202,16,"245,000",1,2001,남부순환로 2803,,중개거래,서울 강남구
서울특별시 강남구 도곡동,869,869,0,삼익,104.01,202205,31,"215,000",5,1983,논현로 218,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 도곡동,202,202,0,상지리츠빌카일룸,210.5,202203,17,"610,000",2,2018,남부순환로373길 23,,중개거래,서울 성동구
서울특별시 강남구 도곡동,467-7,467,7,아카데미스위트1,122.07,202201,6,"220,000",22,2004,언주로30길 21,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-7,467,7,아카데미스위트1,122.07,202202,26,"220,000",11,2004,언주로30길 21,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-7,467,7,아카데미스위트1,83,202204,1,"168,000",23,2004,언주로30길 21,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-7,467,7,아카데미스위트1,164.87,202205,27,"235,000",15,2004,언주로30길 21,,중개거래,서울 강남구
서울특별시 강남구 도곡동,465,465,0,우성4,152.74,202204,19,"389,000",8,1985,언주로 117,,중개거래,서울 강남구
서울특별시 강남구 도곡동,463-1,463,1,우성사원5,70.89,202202,11,"230,000",9,1986,언주로29길 34,20220517,중개거래,서울 강남구
서울특별시 강남구 도곡동,463-1,463,1,우성사원5,78.99,202202,19,"234,000",3,1986,언주로29길 34,,중개거래,서울 강남구
